ID,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With
7138,pescatarian,more frequently,wood,often,187,11,31,20,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']"
7139,vegan,less frequently,coal,sometimes,100,19,32,13,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7140,vegetarian,more frequently,coal,never,128,6,44,13,Yes,['Metal'],[]
7141,pescatarian,daily,wood,never,90,6,5,16,Sometimes,"['Plastic', 'Glass']",['Oven']
7142,vegetarian,more frequently,wood,sometimes,159,0,34,19,Yes,[],"['Grill', 'Airfryer']"
7143,vegan,less frequently,electricity,often,52,5,36,1,No,['Paper'],"['Grill', 'Airfryer']"
7144,vegan,daily,wood,never,267,20,44,15,No,['Glass'],"['Grill', 'Airfryer']"
7145,pescatarian,twice a day,electricity,never,210,8,45,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7146,omnivore,twice a day,wood,sometimes,111,6,36,10,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7147,vegetarian,less frequently,wood,never,93,4,32,14,No,"['Paper', 'Plastic', 'Glass']",[]
7148,vegetarian,less frequently,coal,never,248,12,21,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7149,vegan,daily,natural gas,never,72,20,22,3,Sometimes,['Paper'],['Microwave']
7150,vegetarian,more frequently,wood,often,53,0,19,9,No,"['Paper', 'Metal']",['Microwave']
7151,omnivore,more frequently,coal,sometimes,189,12,10,5,Sometimes,['Metal'],['Stove']
7152,pescatarian,daily,coal,sometimes,59,4,0,3,No,"['Paper', 'Metal']",['Microwave']
7153,omnivore,less frequently,electricity,never,118,3,42,18,Yes,[],"['Oven', 'Grill', 'Airfryer']"
7154,omnivore,daily,natural gas,never,291,20,11,0,Sometimes,['Metal'],"['Oven', 'Microwave']"
7155,vegetarian,daily,wood,sometimes,151,1,25,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove']
7156,vegan,daily,wood,often,228,18,29,18,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7157,omnivore,daily,electricity,never,57,6,14,5,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']"
7158,vegan,twice a day,coal,often,181,0,23,2,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
7159,vegan,less frequently,natural gas,never,210,16,24,24,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
7160,vegan,daily,natural gas,sometimes,261,6,22,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7161,vegetarian,twice a day,electricity,sometimes,275,22,28,7,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7162,vegan,daily,natural gas,sometimes,281,7,4,5,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']"
7163,vegan,twice a day,electricity,never,171,15,0,18,No,['Plastic'],['Stove']
7164,omnivore,twice a day,electricity,never,77,1,8,8,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
7165,omnivore,less frequently,natural gas,sometimes,237,24,6,18,No,"['Paper', 'Metal']",[]
7166,pescatarian,twice a day,electricity,often,65,18,19,2,Yes,['Metal'],"['Grill', 'Airfryer']"
7167,vegan,more frequently,coal,never,221,17,39,1,Yes,"['Paper', 'Plastic', 'Metal']",['Stove']
7168,pescatarian,less frequently,natural gas,sometimes,136,19,37,19,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']"
7169,vegan,more frequently,wood,often,127,22,32,0,No,"['Glass', 'Metal']","['Oven', 'Microwave']"
7170,omnivore,twice a day,coal,sometimes,51,6,1,22,Yes,['Glass'],['Microwave']
7171,vegetarian,twice a day,electricity,sometimes,238,12,7,13,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
7172,vegetarian,daily,wood,never,137,0,15,8,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']"
7173,vegetarian,daily,coal,sometimes,261,17,40,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']"
7174,pescatarian,twice a day,electricity,sometimes,178,14,17,22,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
7175,vegan,twice a day,coal,often,238,12,43,19,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
7176,vegetarian,less frequently,coal,sometimes,79,20,34,8,Sometimes,"['Plastic', 'Glass']",['Microwave']
7177,pescatarian,more frequently,electricity,sometimes,227,4,39,13,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7178,vegetarian,more frequently,coal,never,126,10,42,13,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove']
7179,pescatarian,daily,coal,often,187,24,43,6,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7180,vegetarian,less frequently,natural gas,often,135,5,0,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']"
7181,omnivore,twice a day,wood,sometimes,72,1,38,14,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7182,vegetarian,daily,electricity,often,128,5,29,19,No,[],['Microwave']
7183,vegetarian,twice a day,electricity,never,147,10,37,3,No,"['Plastic', 'Metal']",['Microwave']
7184,pescatarian,more frequently,electricity,never,240,2,27,7,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7185,vegan,less frequently,wood,sometimes,209,5,2,10,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']"
7186,vegan,daily,wood,often,100,24,41,19,No,[],['Stove']
7187,vegan,twice a day,electricity,sometimes,84,13,21,4,Yes,"['Plastic', 'Glass', 'Metal']",[]
7188,pescatarian,twice a day,natural gas,often,138,23,1,13,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
7189,vegan,twice a day,coal,sometimes,273,19,27,13,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7190,omnivore,daily,natural gas,often,286,22,40,23,Yes,['Glass'],"['Stove', 'Microwave']"
7191,vegan,daily,coal,sometimes,188,6,21,23,Sometimes,"['Paper', 'Plastic']",['Oven']
7192,pescatarian,twice a day,wood,often,233,12,3,6,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
7193,pescatarian,more frequently,natural gas,sometimes,256,24,36,22,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']"
7194,vegetarian,daily,electricity,never,127,4,26,10,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
7195,pescatarian,twice a day,coal,often,159,13,14,11,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
7196,vegan,more frequently,wood,sometimes,167,22,13,7,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
7197,pescatarian,daily,natural gas,often,50,15,45,7,No,['Paper'],"['Grill', 'Airfryer']"
7198,pescatarian,twice a day,coal,sometimes,250,10,6,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7199,pescatarian,twice a day,natural gas,sometimes,180,2,28,10,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
7200,vegetarian,more frequently,wood,sometimes,160,6,38,23,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']"
7201,vegan,daily,natural gas,never,68,3,22,10,No,"['Plastic', 'Metal']",['Stove']
7202,vegan,daily,natural gas,often,119,4,47,8,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7203,vegetarian,more frequently,wood,never,250,9,45,21,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
7204,omnivore,daily,electricity,never,65,6,4,4,No,"['Paper', 'Glass', 'Metal']",['Oven']
7205,pescatarian,twice a day,coal,never,95,2,5,0,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']"
7206,vegan,twice a day,electricity,sometimes,62,9,20,3,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
7207,vegetarian,daily,natural gas,sometimes,279,6,15,1,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7208,vegetarian,daily,coal,never,232,16,20,3,No,['Paper'],['Microwave']
7209,pescatarian,more frequently,coal,never,293,9,29,1,Sometimes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7210,vegetarian,less frequently,wood,sometimes,158,17,50,12,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave']
7211,vegan,daily,wood,sometimes,120,4,34,11,Yes,"['Plastic', 'Metal']",[]
7212,omnivore,twice a day,wood,often,196,13,43,21,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove']
7213,vegan,more frequently,wood,often,83,18,15,23,Yes,"['Paper', 'Plastic', 'Glass']",['Stove']
7214,omnivore,twice a day,coal,sometimes,211,0,24,9,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7215,omnivore,more frequently,natural gas,often,70,14,36,8,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7216,vegetarian,daily,natural gas,often,166,12,35,22,Yes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7217,pescatarian,less frequently,electricity,never,71,19,3,16,Sometimes,['Glass'],['Stove']
7218,vegan,less frequently,coal,never,188,14,21,20,No,"['Plastic', 'Glass']","['Stove', 'Oven']"
7219,pescatarian,more frequently,wood,often,253,0,19,19,Sometimes,['Paper'],"['Stove', 'Microwave']"
7220,pescatarian,daily,electricity,often,223,7,28,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7221,omnivore,twice a day,wood,sometimes,109,18,12,22,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7222,vegan,less frequently,coal,never,268,11,32,24,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7223,pescatarian,daily,electricity,sometimes,240,22,5,12,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
7224,vegetarian,twice a day,coal,often,158,5,31,20,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7225,vegan,more frequently,natural gas,sometimes,195,14,26,0,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7226,vegan,more frequently,natural gas,often,193,18,1,9,Yes,['Plastic'],"['Stove', 'Oven']"
7227,pescatarian,less frequently,coal,never,63,2,2,13,No,['Paper'],[]
7228,omnivore,daily,natural gas,often,101,7,50,23,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7229,vegetarian,more frequently,electricity,sometimes,254,14,33,17,Yes,['Plastic'],[]
7230,vegetarian,daily,coal,never,197,6,14,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
7231,pescatarian,daily,natural gas,never,152,10,3,9,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']"
7232,omnivore,daily,natural gas,sometimes,281,13,26,22,No,['Metal'],"['Oven', 'Microwave']"
7233,pescatarian,twice a day,natural gas,often,223,15,47,2,Yes,"['Glass', 'Metal']",['Microwave']
7234,pescatarian,more frequently,electricity,often,140,24,48,11,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
7235,vegetarian,daily,wood,sometimes,199,1,27,7,No,"['Paper', 'Plastic']",['Stove']
7236,vegetarian,twice a day,natural gas,never,152,0,21,16,Yes,"['Glass', 'Metal']",['Oven']
7237,omnivore,more frequently,electricity,often,247,10,27,16,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
7238,vegan,less frequently,coal,never,219,21,17,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
7239,pescatarian,less frequently,natural gas,sometimes,245,17,19,14,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']"
7240,vegan,more frequently,coal,never,252,5,22,21,Yes,"['Plastic', 'Metal']",['Oven']
7241,omnivore,twice a day,coal,often,259,10,16,1,No,['Plastic'],"['Microwave', 'Grill', 'Airfryer']"
7242,vegetarian,more frequently,electricity,never,189,1,2,23,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']"
7243,pescatarian,daily,wood,often,118,3,20,6,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7244,omnivore,daily,electricity,never,120,11,19,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7245,vegetarian,more frequently,wood,often,262,12,30,17,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
7246,omnivore,more frequently,electricity,often,134,3,1,18,Yes,['Metal'],['Microwave']
7247,vegan,daily,electricity,never,232,10,39,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7248,vegan,more frequently,wood,often,256,17,1,24,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7249,pescatarian,less frequently,electricity,often,137,21,18,3,No,"['Paper', 'Plastic', 'Metal']",['Stove']
7250,pescatarian,twice a day,electricity,never,253,1,35,18,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
7251,vegetarian,daily,wood,often,112,16,4,1,Sometimes,"['Paper', 'Plastic', 'Metal']",[]
7252,omnivore,less frequently,natural gas,sometimes,202,3,33,3,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']"
7253,pescatarian,twice a day,wood,never,195,9,20,6,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[]
7254,pescatarian,less frequently,coal,never,251,19,26,18,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7255,vegetarian,daily,wood,often,277,21,28,20,Sometimes,"['Paper', 'Plastic']",['Microwave']
7256,vegan,twice a day,wood,sometimes,214,13,35,13,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7257,vegan,twice a day,wood,sometimes,275,17,22,6,Sometimes,['Plastic'],['Stove']
7258,vegan,daily,wood,sometimes,183,20,12,10,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7259,vegan,twice a day,coal,never,175,4,10,7,Sometimes,['Paper'],"['Stove', 'Microwave']"
7260,vegan,twice a day,electricity,never,95,1,16,1,Yes,"['Glass', 'Metal']",['Oven']
7261,pescatarian,more frequently,natural gas,often,253,22,44,16,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']"
7262,vegan,daily,natural gas,never,133,19,50,6,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']"
7263,vegan,less frequently,electricity,often,202,14,47,2,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",[]
7264,pescatarian,twice a day,wood,never,226,3,8,2,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7265,pescatarian,twice a day,natural gas,sometimes,147,2,33,23,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7266,vegetarian,twice a day,electricity,never,256,19,33,6,Sometimes,[],['Stove']
7267,pescatarian,less frequently,wood,sometimes,256,0,20,9,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
7268,pescatarian,daily,coal,often,111,12,32,22,Sometimes,"['Plastic', 'Metal']",['Microwave']
7269,omnivore,twice a day,electricity,sometimes,155,9,31,3,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7270,vegan,twice a day,coal,never,172,17,48,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove']
7271,vegan,more frequently,coal,sometimes,77,18,14,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7272,vegan,twice a day,natural gas,never,175,21,44,18,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']"
7273,vegetarian,daily,natural gas,sometimes,81,7,50,16,Sometimes,['Plastic'],"['Stove', 'Oven']"
7274,vegan,twice a day,electricity,sometimes,242,18,12,23,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7275,vegan,less frequently,electricity,often,170,9,2,6,Sometimes,"['Paper', 'Glass']",[]
7276,pescatarian,less frequently,wood,often,233,11,10,20,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7277,vegetarian,twice a day,natural gas,never,204,21,9,9,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
7278,pescatarian,more frequently,electricity,often,176,23,44,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove']
7279,pescatarian,less frequently,wood,sometimes,181,19,38,1,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']"
7280,vegetarian,twice a day,natural gas,never,270,23,25,7,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']"
7281,pescatarian,more frequently,natural gas,sometimes,176,10,15,5,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
7282,vegan,daily,natural gas,often,258,19,35,4,No,"['Paper', 'Glass']",['Oven']
7283,omnivore,less frequently,wood,never,263,9,16,12,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
7284,vegan,twice a day,wood,often,222,12,25,1,Yes,"['Paper', 'Plastic', 'Metal']",['Oven']
7285,vegetarian,daily,wood,never,155,8,43,23,Sometimes,['Metal'],['Stove']
7286,omnivore,twice a day,coal,often,192,17,41,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
7287,omnivore,less frequently,coal,often,121,21,31,19,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
7288,omnivore,less frequently,natural gas,never,189,14,50,18,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7289,vegan,less frequently,wood,never,287,23,38,2,Yes,['Glass'],"['Stove', 'Microwave']"
7290,vegan,daily,natural gas,often,261,11,46,18,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']"
7291,vegetarian,twice a day,natural gas,never,87,6,21,6,Sometimes,"['Plastic', 'Glass']",['Oven']
7292,vegan,less frequently,electricity,often,62,14,11,15,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
7293,vegan,less frequently,electricity,sometimes,168,22,7,1,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']"
7294,vegetarian,daily,natural gas,sometimes,263,20,29,7,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7295,vegan,less frequently,coal,never,266,20,45,21,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave']
7296,vegetarian,less frequently,natural gas,often,237,17,1,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
7297,vegan,twice a day,coal,often,57,23,49,0,Yes,['Metal'],['Microwave']
7298,vegetarian,twice a day,electricity,often,140,6,33,19,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']"
7299,vegan,twice a day,natural gas,never,69,18,22,4,Yes,"['Plastic', 'Metal']",[]
7300,vegan,less frequently,electricity,often,89,6,33,22,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7301,pescatarian,twice a day,wood,often,262,2,37,7,Yes,"['Paper', 'Glass']","['Stove', 'Oven']"
7302,vegan,daily,wood,often,175,20,44,8,Yes,[],[]
7303,vegan,less frequently,coal,often,97,19,4,8,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
7304,omnivore,twice a day,electricity,often,65,17,33,1,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
7305,vegan,more frequently,natural gas,never,144,12,47,20,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
7306,omnivore,more frequently,electricity,often,298,0,46,3,No,[],['Stove']
7307,pescatarian,more frequently,coal,often,149,12,33,14,Yes,['Metal'],"['Oven', 'Microwave']"
7308,vegetarian,more frequently,wood,often,59,10,37,2,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
7309,vegetarian,less frequently,natural gas,sometimes,173,24,43,15,Sometimes,[],"['Stove', 'Oven', 'Microwave']"
7310,vegan,daily,wood,often,163,24,16,12,Sometimes,"['Paper', 'Metal']",[]
7311,vegan,daily,coal,sometimes,205,10,31,1,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7312,vegan,daily,coal,often,152,10,19,14,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7313,omnivore,less frequently,coal,never,57,17,17,0,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7314,vegan,daily,natural gas,never,252,24,44,1,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']"
7315,vegan,more frequently,wood,often,254,8,5,22,Yes,['Plastic'],[]
7316,omnivore,daily,electricity,often,141,15,39,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
7317,vegetarian,less frequently,natural gas,never,276,1,23,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7318,vegetarian,twice a day,natural gas,often,224,24,17,9,No,['Metal'],[]
7319,pescatarian,daily,coal,never,112,23,2,20,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7320,omnivore,less frequently,coal,sometimes,70,19,30,18,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']"
7321,pescatarian,twice a day,natural gas,sometimes,147,16,24,23,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7322,pescatarian,less frequently,natural gas,sometimes,290,18,15,11,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
7323,vegetarian,twice a day,coal,often,128,17,37,12,Yes,['Glass'],"['Stove', 'Grill', 'Airfryer']"
7324,omnivore,less frequently,coal,never,101,9,22,13,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
7325,omnivore,less frequently,wood,often,132,0,43,0,Yes,"['Paper', 'Glass']",['Stove']
7326,omnivore,twice a day,wood,sometimes,248,9,27,1,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']"
7327,pescatarian,daily,electricity,never,81,0,18,0,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7328,vegan,twice a day,wood,sometimes,260,18,34,16,Yes,['Plastic'],"['Stove', 'Oven']"
7329,vegan,twice a day,natural gas,often,136,9,7,13,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7330,vegan,more frequently,wood,sometimes,88,23,45,13,No,"['Paper', 'Metal']",['Microwave']
7331,vegan,less frequently,coal,sometimes,210,11,40,17,Sometimes,['Metal'],"['Stove', 'Oven']"
7332,vegan,more frequently,wood,often,213,6,2,11,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7333,omnivore,twice a day,electricity,never,204,11,17,1,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
7334,vegetarian,more frequently,electricity,sometimes,268,15,36,13,No,"['Plastic', 'Glass']","['Grill', 'Airfryer']"
7335,vegan,twice a day,natural gas,often,169,10,14,9,Yes,[],"['Oven', 'Microwave']"
7336,omnivore,more frequently,natural gas,never,200,16,38,22,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
7337,vegan,less frequently,wood,often,104,20,15,6,Yes,"['Paper', 'Plastic']",['Oven']
7338,vegetarian,more frequently,coal,sometimes,251,19,22,8,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7339,pescatarian,twice a day,wood,sometimes,213,5,44,20,Sometimes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
7340,vegetarian,less frequently,electricity,sometimes,89,4,45,24,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
7341,omnivore,more frequently,wood,never,186,17,25,20,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']"
7342,vegan,less frequently,electricity,never,243,10,27,22,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
7343,vegetarian,less frequently,wood,sometimes,158,0,25,17,Sometimes,['Glass'],"['Grill', 'Airfryer']"
7344,vegetarian,daily,natural gas,sometimes,253,7,38,4,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
7345,omnivore,twice a day,coal,never,223,19,46,24,No,['Metal'],"['Stove', 'Microwave']"
7346,vegan,less frequently,electricity,often,238,9,6,23,Yes,['Plastic'],"['Stove', 'Microwave']"
7347,vegetarian,daily,natural gas,never,84,15,29,4,Sometimes,[],"['Stove', 'Oven']"
7348,vegetarian,twice a day,coal,never,244,9,36,4,Yes,"['Paper', 'Metal']",['Microwave']
7349,vegan,daily,coal,often,261,2,16,21,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove']
7350,vegetarian,daily,electricity,never,62,14,21,8,Sometimes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
7351,vegetarian,daily,natural gas,never,181,22,28,2,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
7352,vegan,less frequently,electricity,sometimes,235,7,19,6,Yes,"['Glass', 'Metal']",['Oven']
7353,pescatarian,less frequently,electricity,never,285,9,8,10,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
7354,pescatarian,twice a day,coal,often,95,14,22,23,Yes,['Paper'],"['Stove', 'Microwave']"
7355,omnivore,less frequently,natural gas,never,200,1,7,1,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
7356,pescatarian,daily,natural gas,sometimes,116,2,34,1,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7357,pescatarian,more frequently,natural gas,never,123,2,4,24,Yes,[],"['Grill', 'Airfryer']"
7358,vegan,daily,electricity,never,284,22,39,7,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
7359,omnivore,twice a day,electricity,never,258,19,34,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
7360,pescatarian,twice a day,electricity,often,101,19,36,3,Sometimes,"['Paper', 'Plastic', 'Metal']",[]
7361,vegan,twice a day,coal,often,252,4,32,9,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
7362,pescatarian,more frequently,coal,often,110,21,12,8,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
