ID,Waste Bag Size,Waste Bag Weekly Count
5543,extra large,7
5544,small,7
5545,large,1
5546,large,2
5547,extra large,7
5548,medium,4
5549,large,1
5550,extra large,4
5551,small,6
5552,small,4
5553,small,2
5554,medium,3
5555,medium,5
5556,large,1
5557,medium,3
5558,medium,6
5559,extra large,4
5560,large,5
5561,extra large,7
5562,small,2
5563,extra large,2
5564,extra large,3
5565,medium,3
5566,large,1
5567,large,3
5568,extra large,3
5569,large,4
5570,extra large,2
5571,small,1
5572,extra large,4
5573,small,2
5574,medium,2
5575,large,6
5576,extra large,3
5577,medium,4
5578,extra large,2
5579,large,2
5580,small,6
5581,extra large,1
5582,extra large,1
5583,extra large,1
5584,extra large,7
5585,medium,1
5586,medium,5
5587,large,2
5588,medium,1
5589,extra large,6
5590,medium,3
5591,extra large,6
5592,extra large,7
5593,extra large,4
5594,medium,4
5595,large,4
5596,small,3
5597,small,6
5598,small,6
5599,large,6
5600,large,4
5601,medium,7
5602,large,3
5603,medium,3
5604,extra large,7
5605,large,7
5606,medium,7
5607,large,6
5608,extra large,6
5609,medium,4
5610,small,7
5611,large,4
5612,large,1
5613,medium,1
5614,extra large,4
5615,small,7
5616,large,2
5617,extra large,1
5618,small,7
5619,large,1
5620,small,4
5621,extra large,2
5622,medium,3
5623,large,3
5624,small,6
5625,large,6
5626,extra large,4
5627,medium,4
5628,medium,6
5629,small,7
5630,medium,1
5631,large,5
5632,medium,1
5633,large,7
5634,extra large,3
5635,medium,3
5636,large,3
5637,extra large,6
5638,extra large,6
5639,small,3
5640,medium,1
5641,large,1
5642,small,5
5643,medium,6
5644,medium,4
5645,large,1
5646,medium,3
5647,large,4
5648,small,2
5649,small,3
5650,medium,1
5651,medium,7
5652,extra large,7
5653,medium,4
5654,large,6
5655,small,2
5656,small,3
5657,small,2
5658,large,1
5659,small,2
5660,medium,4
5661,small,2
5662,medium,4
5663,medium,5
5664,large,5
5665,large,6
5666,small,2
5667,large,2
5668,extra large,6
5669,small,3
5670,medium,6
5671,extra large,6
5672,medium,5
5673,extra large,6
5674,large,6
5675,medium,6
5676,small,1
5677,medium,1
5678,large,5
5679,medium,3
5680,small,2
5681,large,6
5682,large,5
5683,small,1
5684,large,6
5685,extra large,2
5686,large,1
5687,medium,3
5688,medium,7
5689,large,6
5690,extra large,7
5691,medium,7
5692,medium,4
5693,medium,3
5694,extra large,4
5695,medium,6
5696,small,1
5697,large,2
5698,small,6
5699,large,4
5700,large,3
5701,large,6
5702,large,7
5703,large,4
5704,small,6
5705,small,3
5706,extra large,7
5707,medium,7
5708,large,1
5709,small,3
5710,medium,6
5711,small,2
5712,medium,7
5713,extra large,4
5714,small,3
5715,large,6
5716,large,6
5717,small,5
5718,extra large,2
5719,large,2
5720,medium,6
5721,large,5
5722,large,5
5723,small,2
5724,large,6
5725,small,7
5726,small,3
5727,small,5
5728,small,6
5729,medium,2
5730,small,7
5731,large,4
5732,medium,1
5733,medium,7
5734,medium,2
5735,small,1
5736,large,7
5737,small,1
5738,extra large,6
5739,small,1
5740,large,6
5741,extra large,3
5742,large,2
5743,medium,6
5744,extra large,3
5745,large,2
5746,medium,1
5747,extra large,6
5748,extra large,4
5749,large,6
5750,extra large,7
5751,medium,2
5752,medium,1
5753,extra large,5
5754,medium,6
5755,small,5
5756,small,5
5757,large,5
5758,medium,7
5759,extra large,4
5760,medium,2
5761,extra large,1
5762,large,5
5763,large,6
5764,extra large,5
5765,extra large,4
5766,medium,1
5767,medium,1
5768,small,4
5769,large,1
5770,medium,2
5771,extra large,6
5772,extra large,4
5773,extra large,4
5774,large,5
5775,extra large,6
5776,small,2
5777,large,2
5778,extra large,4
5779,extra large,7
5780,medium,6
5781,extra large,2
5782,large,1
5783,medium,6
5784,large,3
5785,small,6
5786,medium,4
5787,extra large,2
5788,small,7
5789,medium,3
5790,large,2
5791,extra large,3
5792,extra large,6
5793,extra large,4
5794,large,3
5795,extra large,2
5796,extra large,6
5797,small,3
5798,small,6
5799,large,5
5800,small,7
5801,medium,6
5802,medium,7
5803,extra large,2
5804,medium,2
5805,small,2
5806,large,6
5807,small,5
5808,small,2
5809,medium,2
5810,small,5
5811,extra large,3
5812,small,4
5813,small,6
5814,large,6
5815,medium,5
5816,medium,5
5817,extra large,7
5818,large,3
5819,medium,2
5820,extra large,4
5821,small,4
5822,large,6
5823,large,5
5824,small,7
5825,small,7
5826,extra large,2
5827,extra large,7
5828,large,5
5829,small,4
5830,extra large,2
5831,small,5
5832,extra large,1
5833,large,5
5834,medium,6
5835,large,4
5836,large,4
5837,large,1
5838,large,1
5839,small,2
5840,small,6
5841,medium,3
5842,medium,7
5843,extra large,4
5844,small,3
5845,large,4
5846,medium,7
5847,extra large,7
5848,extra large,4
5849,medium,7
5850,small,4
5851,large,3
5852,large,1
5853,medium,1
5854,small,3
5855,small,1
5856,extra large,1
5857,small,7
5858,large,6
5859,medium,6
5860,small,7
5861,extra large,6
5862,large,3
5863,extra large,5
5864,small,2
5865,large,3
5866,small,6
5867,large,2
5868,medium,6
5869,small,3
5870,small,4
5871,small,1
5872,large,3
5873,extra large,4
5874,small,5
5875,large,7
5876,large,7
5877,medium,2
5878,extra large,2
5879,small,4
5880,medium,1
5881,medium,4
5882,small,1
5883,extra large,1
5884,medium,4
5885,small,6
5886,extra large,6
5887,small,5
5888,extra large,3
5889,large,6
5890,extra large,1
5891,medium,1
5892,medium,2
5893,medium,4
5894,medium,6
5895,large,1
5896,small,4
5897,small,3
5898,extra large,3
5899,extra large,5
5900,large,2
5901,small,1
5902,large,5
5903,large,7
5904,medium,2
5905,small,1
5906,small,1
5907,extra large,2
5908,extra large,7
5909,small,6
5910,small,5
5911,extra large,2
5912,small,3
5913,extra large,4
5914,extra large,1
5915,extra large,4
5916,medium,1
5917,small,1
5918,small,7
5919,small,7
5920,large,5
5921,large,4
5922,large,2
5923,medium,7
5924,small,1
5925,medium,3
5926,small,2
5927,medium,6
5928,medium,1
5929,small,7
5930,small,2
5931,small,3
5932,small,5
5933,medium,5
5934,medium,5
5935,extra large,2
5936,large,2
5937,small,3
5938,extra large,1
5939,small,6
5940,medium,1
5941,small,1
5942,small,3
5943,extra large,4
5944,large,3
5945,small,2
5946,medium,2
5947,small,1
5948,extra large,7
5949,large,4
5950,medium,1
5951,extra large,5
5952,small,6
5953,extra large,4
5954,small,4
5955,small,2
5956,extra large,2
5957,large,1
5958,extra large,7
5959,extra large,7
5960,large,4
5961,extra large,7
5962,large,4
5963,extra large,5
5964,medium,3
5965,medium,4
5966,medium,1
5967,large,4
5968,large,2
5969,large,1
5970,extra large,5
5971,small,1
5972,medium,5
5973,medium,2
5974,large,7
5975,large,5
5976,extra large,2
5977,medium,5
5978,large,2
5979,extra large,6
5980,medium,7
5981,extra large,7
5982,small,7
5983,small,7
5984,medium,4
5985,extra large,5
5986,large,5
5987,extra large,6
5988,medium,4
5989,small,2
5990,small,1
5991,extra large,7
5992,small,3
5993,large,2
5994,large,6
5995,extra large,2
5996,extra large,1
5997,large,4
5998,medium,3
5999,medium,7
6000,extra large,4
6001,extra large,3
6002,medium,2
6003,medium,3
6004,medium,5
6005,medium,3
6006,medium,4
6007,extra large,3
6008,large,2
6009,medium,2
6010,extra large,3
6011,medium,5
6012,medium,4
6013,extra large,6
6014,large,7
6015,small,7
6016,extra large,5
6017,large,1
6018,small,6
6019,large,2
6020,medium,2
6021,extra large,7
6022,extra large,6
6023,small,1
6024,small,1
6025,large,4
6026,medium,5
6027,medium,3
6028,medium,4
6029,large,4
6030,extra large,2
6031,medium,7
6032,extra large,2
6033,large,4
6034,small,5
6035,small,1
6036,extra large,5
6037,medium,7
6038,large,1
6039,small,5
6040,medium,3
6041,medium,7
6042,extra large,5
6043,small,2
6044,medium,3
6045,large,3
6046,medium,7
6047,small,6
6048,small,4
6049,small,6
6050,extra large,5
6051,medium,5
6052,small,6
6053,large,3
6054,extra large,5
6055,large,2
6056,large,3
6057,small,5
6058,medium,7
6059,medium,3
6060,large,2
6061,medium,2
6062,small,4
6063,small,4
6064,medium,6
6065,large,5
6066,large,3
6067,large,3
6068,small,6
6069,large,4
6070,large,1
6071,large,1
6072,extra large,4
6073,extra large,1
6074,small,1
6075,extra large,3
6076,extra large,1
6077,medium,2
6078,small,3
6079,large,7
6080,medium,5
6081,medium,6
6082,medium,7
6083,large,7
6084,extra large,1
6085,medium,6
6086,extra large,5
6087,small,2
6088,medium,1
6089,medium,1
6090,large,6
6091,large,2
6092,medium,2
6093,small,6
6094,large,7
6095,medium,1
6096,extra large,5
6097,small,3
6098,extra large,6
6099,medium,5
6100,large,2
6101,large,2
6102,large,5
6103,medium,3
6104,medium,3
6105,extra large,4
6106,extra large,2
6107,large,1
6108,small,2
6109,medium,2
6110,extra large,1
6111,medium,1
6112,medium,2
6113,medium,4
6114,small,5
6115,small,7
6116,medium,7
6117,medium,7
6118,medium,5
6119,extra large,3
6120,small,7
6121,medium,1
6122,large,4
6123,extra large,1
6124,large,2
6125,medium,3
6126,large,1
6127,small,1
6128,extra large,3
6129,extra large,4
6130,large,4
6131,small,5
6132,large,6
6133,small,1
6134,small,7
6135,small,7
6136,extra large,5
6137,medium,4
6138,extra large,7
6139,large,1
6140,extra large,1
6141,small,4
6142,large,3
6143,small,5
6144,small,6
6145,extra large,7
6146,small,6
6147,large,2
6148,extra large,7
6149,medium,1
6150,extra large,4
6151,small,5
6152,extra large,1
6153,small,1
6154,small,4
6155,extra large,6
6156,extra large,2
6157,medium,1
6158,large,2
6159,small,7
6160,medium,3
6161,medium,5
6162,small,4
6163,medium,7
6164,large,4
6165,medium,7
6166,extra large,6
6167,large,6
6168,large,5
6169,extra large,3
6170,large,1
6171,small,2
6172,small,7
6173,small,7
6174,small,3
6175,medium,7
6176,medium,7
6177,medium,2
6178,large,6
6179,large,3
6180,large,6
6181,small,2
6182,small,5
6183,medium,5
6184,small,5
6185,extra large,5
6186,small,5
6187,large,2
6188,medium,5
6189,medium,6
6190,extra large,6
6191,large,4
6192,medium,5
6193,medium,2
6194,extra large,6
6195,extra large,3
6196,large,2
6197,large,6
6198,extra large,1
6199,small,4
6200,medium,5
6201,large,7
6202,extra large,2
6203,medium,7
6204,large,1
6205,extra large,5
6206,large,1
6207,small,5
6208,small,2
6209,large,2
6210,large,4
6211,large,1
6212,small,5
6213,large,5
6214,large,2
6215,medium,4
6216,extra large,4
6217,medium,4
6218,small,3
6219,medium,2
6220,extra large,3
6221,small,7
6222,small,3
6223,medium,3
6224,small,2
6225,large,5
6226,extra large,6
6227,small,4
6228,large,3
6229,medium,5
6230,large,5
6231,large,2
6232,extra large,4
6233,medium,5
6234,extra large,4
6235,extra large,7
6236,small,5
6237,medium,7
6238,small,4
6239,large,5
6240,large,6
6241,small,4
6242,medium,6
6243,large,4
6244,small,6
6245,medium,5
6246,medium,3
6247,medium,3
6248,extra large,2
6249,medium,7
6250,large,3
6251,medium,3
6252,extra large,1
6253,small,5
6254,large,6
6255,small,7
6256,large,1
6257,large,3
6258,large,5
6259,small,7
6260,medium,1
6261,large,2
6262,extra large,7
6263,large,4
6264,small,6
6265,small,7
6266,medium,5
6267,large,6
6268,large,1
6269,small,5
6270,extra large,6
6271,extra large,5
6272,medium,6
6273,extra large,1
6274,small,3
6275,small,4
6276,large,4
6277,large,3
6278,large,6
6279,extra large,6
6280,medium,3
6281,small,4
6282,large,6
6283,extra large,4
6284,large,3
6285,medium,4
6286,large,4
6287,small,1
6288,small,1
6289,extra large,5
6290,medium,7
6291,medium,6
6292,extra large,1
6293,small,3
6294,extra large,6
6295,medium,5
6296,small,5
6297,extra large,4
6298,medium,7
6299,medium,5
6300,small,5
6301,small,7
6302,large,5
6303,large,5
6304,small,1
6305,extra large,5
6306,extra large,3
6307,small,4
6308,small,6
6309,large,1
6310,medium,5
6311,small,2
6312,large,2
6313,extra large,3
6314,small,4
6315,large,6
6316,small,7
6317,medium,7
6318,medium,4
6319,extra large,4
6320,extra large,5
6321,small,6
6322,extra large,2
6323,small,4
6324,small,6
6325,large,5
6326,medium,2
6327,large,7
6328,small,3
6329,small,3
6330,large,3
6331,extra large,4
6332,medium,6
6333,extra large,5
6334,large,3
6335,small,5
6336,small,6
6337,large,3
6338,extra large,3
6339,large,4
6340,small,4
6341,extra large,2
6342,extra large,3
6343,extra large,4
6344,medium,3
6345,small,7
6346,small,5
6347,small,6
6348,extra large,6
6349,large,4
6350,small,7
6351,small,5
6352,small,7
6353,small,4
6354,small,2
6355,medium,6
6356,large,6
6357,large,7
6358,extra large,5
6359,small,1
6360,medium,2
6361,extra large,6
6362,extra large,1
6363,small,1
6364,small,2
6365,medium,4
6366,small,5
6367,medium,4
6368,medium,3
6369,large,2
6370,medium,4
6371,extra large,4
6372,medium,2
6373,medium,1
6374,extra large,2
6375,extra large,3
6376,extra large,4
6377,extra large,5
6378,small,3
6379,large,6
6380,large,7
6381,small,1
6382,small,2
6383,small,2
6384,extra large,5
6385,medium,7
6386,medium,6
6387,large,7
6388,large,1
6389,extra large,7
6390,small,2
6391,large,5
6392,large,6
6393,large,3
6394,medium,4
6395,extra large,4
6396,medium,6
6397,medium,5
6398,large,1
6399,small,5
6400,large,2
6401,small,5
6402,extra large,4
6403,small,3
6404,extra large,5
6405,small,5
6406,large,6
6407,medium,2
6408,medium,1
6409,large,6
6410,small,5
6411,medium,5
6412,medium,2
6413,medium,2
6414,small,7
6415,large,3
6416,extra large,1
6417,small,2
6418,extra large,2
6419,small,5
6420,large,2
6421,small,6
6422,medium,2
6423,medium,3
6424,small,7
6425,large,4
6426,medium,7
6427,small,6
6428,small,2
6429,small,5
6430,small,2
6431,small,1
6432,medium,5
6433,large,2
6434,small,3
6435,medium,5
6436,extra large,5
6437,medium,1
6438,medium,1
6439,medium,4
6440,large,4
6441,extra large,7
6442,large,6
6443,medium,2
6444,small,7
6445,medium,2
6446,medium,2
6447,extra large,4
6448,extra large,3
6449,medium,7
6450,medium,6
6451,large,1
6452,small,6
6453,small,5
6454,medium,4
6455,large,1
6456,extra large,3
6457,small,2
6458,small,6
6459,large,7
6460,extra large,3
6461,medium,7
6462,extra large,7
6463,extra large,6
6464,large,1
6465,large,6
6466,extra large,2
6467,large,2
6468,large,5
6469,extra large,7
6470,medium,5
6471,small,6
6472,large,3
6473,small,7
6474,medium,1
6475,small,5
6476,small,2
6477,extra large,7
6478,extra large,5
6479,large,5
6480,extra large,4
6481,large,7
6482,small,7
6483,medium,7
6484,small,3
6485,small,1
6486,large,2
6487,medium,7
6488,extra large,6
6489,medium,4
6490,small,3
6491,medium,6
6492,medium,5
6493,medium,3
6494,small,1
6495,extra large,4
6496,extra large,3
6497,extra large,2
6498,large,6
6499,medium,5
6500,extra large,3
6501,medium,7
6502,small,2
6503,extra large,4
6504,large,4
6505,large,2
6506,medium,6
6507,extra large,1
6508,small,2
6509,small,5
6510,large,5
6511,small,6
6512,extra large,2
6513,large,6
6514,large,4
6515,medium,5
6516,small,4
6517,large,5
6518,medium,1
6519,extra large,1
6520,medium,2
6521,medium,7
6522,medium,3
6523,small,6
6524,extra large,7
6525,large,5
6526,large,6
6527,small,7
6528,large,2
6529,large,2
6530,small,7
6531,medium,2
6532,large,4
6533,small,7
6534,medium,5
6535,medium,7
6536,medium,7
6537,medium,1
6538,extra large,2
6539,small,1
6540,medium,4
6541,extra large,7
6542,medium,7
6543,small,2
6544,small,1
6545,large,6
6546,medium,5
6547,extra large,6
6548,extra large,2
6549,medium,6
6550,extra large,7
6551,medium,6
6552,large,4
6553,extra large,4
6554,large,5
6555,large,1
6556,extra large,1
6557,small,3
6558,small,1
6559,medium,1
6560,large,1
6561,small,1
6562,extra large,3
6563,large,7
6564,large,5
6565,extra large,2
6566,large,7
6567,large,6
6568,medium,7
6569,extra large,3
6570,small,6
6571,small,2
6572,medium,7
6573,extra large,5
6574,large,1
6575,extra large,2
6576,medium,1
6577,medium,5
6578,extra large,4
6579,small,3
6580,small,7
6581,large,6
6582,large,3
6583,small,3
6584,extra large,7
6585,extra large,3
6586,large,6
6587,medium,5
6588,extra large,5
6589,medium,7
6590,extra large,6
6591,large,1
6592,medium,4
6593,medium,3
6594,small,1
6595,large,5
6596,medium,7
6597,extra large,7
6598,small,3
6599,medium,4
6600,medium,3
6601,large,5
6602,medium,1
6603,medium,2
6604,medium,5
6605,small,4
6606,large,3
6607,small,5
6608,extra large,5
6609,extra large,2
6610,small,6
6611,extra large,6
6612,large,2
6613,large,4
6614,small,3
6615,medium,6
6616,extra large,3
6617,extra large,1
6618,medium,2
6619,small,2
6620,medium,7
6621,medium,6
6622,extra large,6
6623,medium,1
6624,medium,6
6625,large,1
6626,small,6
6627,extra large,2
6628,extra large,4
6629,extra large,2
6630,medium,5
6631,large,1
6632,large,1
6633,small,1
6634,small,1
6635,small,1
6636,small,1
6637,large,1
6638,extra large,1
6639,large,7
6640,medium,4
6641,large,1
6642,extra large,2
6643,large,7
6644,medium,2
6645,small,6
6646,extra large,1
6647,extra large,6
6648,extra large,1
6649,medium,4
6650,small,7
6651,large,5
6652,medium,3
6653,extra large,1
6654,small,7
6655,extra large,3
6656,extra large,6
6657,large,3
6658,medium,7
6659,extra large,3
6660,extra large,7
6661,extra large,2
6662,small,4
6663,large,3
6664,extra large,7
6665,small,5
6666,extra large,1
6667,small,7
6668,small,1
6669,small,3
6670,extra large,4
6671,large,3
6672,extra large,4
6673,medium,6
6674,large,7
6675,medium,6
6676,extra large,5
6677,medium,4
6678,extra large,3
6679,extra large,7
6680,small,2
6681,large,5
6682,large,6
6683,large,7
6684,large,4
6685,medium,5
6686,large,3
6687,extra large,3
6688,large,1
6689,large,2
6690,small,3
6691,extra large,6
6692,small,2
6693,large,5
6694,extra large,3
6695,small,1
6696,medium,3
6697,small,4
6698,medium,6
6699,extra large,5
6700,medium,2
6701,large,3
6702,small,6
6703,medium,2
6704,small,7
6705,extra large,7
6706,extra large,1
6707,extra large,1
6708,small,2
6709,large,3
6710,small,1
6711,extra large,4
6712,small,6
6713,medium,4
6714,extra large,2
6715,medium,7
6716,small,2
6717,extra large,7
6718,large,7
6719,extra large,1
6720,small,4
6721,small,7
6722,large,4
6723,extra large,6
6724,extra large,5
6725,large,4
6726,extra large,5
6727,large,6
6728,medium,7
6729,small,2
6730,small,3
6731,extra large,2
6732,small,1
6733,extra large,3
6734,large,3
6735,extra large,1
6736,medium,7
6737,large,1
6738,large,6
6739,extra large,7
6740,small,3
6741,medium,5
6742,small,6
6743,medium,2
6744,extra large,1
6745,small,5
6746,extra large,4
6747,large,7
6748,large,3
6749,extra large,3
6750,small,2
6751,extra large,3
6752,extra large,3
6753,small,1
6754,large,1
6755,extra large,5
6756,large,4
6757,medium,7
6758,small,6
6759,small,3
6760,medium,5
6761,large,3
6762,large,3
6763,medium,1
6764,extra large,6
6765,extra large,1
6766,large,7
6767,medium,4
6768,extra large,3
6769,medium,6
6770,medium,5
6771,extra large,2
6772,extra large,4
6773,small,4
6774,small,1
6775,medium,4
6776,extra large,6
6777,medium,1
6778,small,7
6779,large,1
6780,large,5
6781,small,7
6782,large,3
6783,extra large,3
6784,small,4
6785,extra large,2
6786,medium,5
6787,extra large,1
6788,extra large,6
6789,small,7
6790,small,6
6791,medium,1
6792,extra large,4
6793,medium,5
6794,large,6
6795,extra large,2
6796,large,7
6797,extra large,2
6798,medium,7
6799,medium,3
6800,extra large,4
6801,large,4
6802,small,4
6803,large,3
6804,small,4
6805,extra large,5
6806,medium,2
6807,small,5
6808,small,6
6809,small,6
6810,small,6
6811,small,6
6812,small,3
6813,extra large,2
6814,medium,2
6815,small,3
6816,extra large,1
6817,extra large,6
6818,small,6
6819,large,6
6820,medium,5
6821,medium,7
6822,large,6
6823,small,5
6824,extra large,1
6825,large,3
6826,small,2
6827,large,1
6828,small,1
6829,small,6
6830,large,3
6831,extra large,3
6832,small,7
6833,large,2
6834,medium,5
6835,medium,3
6836,large,3
6837,extra large,6
6838,extra large,5
6839,medium,7
6840,extra large,2
6841,medium,3
6842,medium,3
6843,large,2
6844,small,6
6845,medium,1
6846,extra large,4
6847,medium,1
6848,small,3
6849,medium,6
6850,extra large,7
6851,large,3
6852,extra large,5
6853,large,6
6854,medium,3
6855,extra large,2
6856,medium,2
6857,small,7
6858,small,2
6859,large,6
6860,small,6
6861,small,3
6862,medium,5
6863,large,6
6864,small,6
6865,large,2
6866,large,2
6867,large,7
6868,large,4
6869,extra large,3
6870,small,5
6871,small,5
6872,large,1
6873,extra large,4
6874,large,1
6875,medium,4
6876,extra large,4
6877,large,2
6878,extra large,2
6879,extra large,3
6880,medium,3
6881,extra large,6
6882,small,4
6883,large,2
6884,extra large,6
6885,small,7
6886,extra large,7
6887,medium,5
6888,small,5
6889,medium,2
6890,medium,1
6891,small,5
6892,extra large,2
6893,medium,6
6894,small,5
6895,extra large,4
6896,medium,6
6897,small,4
6898,large,6
6899,extra large,5
6900,small,3
6901,medium,4
6902,extra large,6
6903,extra large,3
6904,large,6
6905,extra large,4
6906,small,1
6907,large,5
6908,medium,7
6909,extra large,4
6910,small,3
6911,large,1
6912,large,7
6913,small,6
6914,medium,4
6915,small,7
6916,extra large,7
6917,large,6
6918,large,3
6919,extra large,6
6920,extra large,2
6921,medium,3
6922,small,4
6923,small,3
6924,medium,4
6925,extra large,7
6926,extra large,1
6927,small,1
6928,large,7
6929,medium,7
6930,small,7
6931,medium,2
6932,large,3
6933,large,6
6934,medium,7
6935,extra large,1
6936,extra large,4
6937,extra large,5
6938,extra large,7
6939,extra large,7
6940,large,5
6941,extra large,6
6942,extra large,5
6943,extra large,3
6944,extra large,4
6945,small,1
6946,extra large,2
6947,medium,5
6948,large,7
6949,large,2
6950,large,1
6951,medium,4
6952,medium,7
6953,small,1
6954,medium,1
6955,large,3
6956,large,5
6957,extra large,6
6958,large,7
6959,extra large,3
6960,small,1
6961,medium,1
6962,medium,7
6963,large,5
6964,extra large,4
6965,extra large,6
6966,large,7
6967,medium,7
6968,large,7
6969,small,1
6970,medium,7
6971,large,7
6972,medium,5
6973,large,6
6974,extra large,1
6975,large,5
6976,extra large,7
6977,small,3
6978,extra large,7
6979,medium,5
6980,large,3
6981,medium,5
6982,small,1
6983,large,1
6984,large,7
6985,medium,3
6986,large,6
6987,large,1
6988,large,5
6989,medium,4
6990,large,4
6991,extra large,7
6992,extra large,3
6993,extra large,5
6994,small,5
6995,medium,6
6996,extra large,7
6997,large,5
6998,small,4
6999,medium,4
7000,extra large,3
7001,small,2
7002,large,5
7003,large,6
7004,small,4
7005,medium,5
7006,extra large,4
7007,small,6
7008,large,1
7009,medium,5
7010,small,2
7011,extra large,1
7012,extra large,2
7013,extra large,4
7014,medium,3
7015,extra large,4
7016,large,3
7017,large,1
7018,large,4
7019,large,6
7020,extra large,6
7021,extra large,7
7022,small,3
7023,large,3
7024,extra large,6
7025,small,2
7026,large,1
7027,extra large,2
7028,large,3
7029,medium,2
7030,extra large,2
7031,extra large,3
7032,small,5
7033,small,5
7034,large,6
7035,small,5
7036,medium,1
7037,large,2
7038,extra large,1
7039,large,4
7040,extra large,3
7041,small,3
7042,extra large,3
7043,medium,7
7044,medium,1
7045,extra large,7
7046,extra large,6
7047,large,7
7048,large,6
7049,extra large,1
7050,medium,1
7051,large,6
7052,large,5
7053,extra large,4
7054,medium,4
7055,medium,7
7056,large,4
7057,small,7
7058,medium,6
7059,small,6
7060,extra large,3
7061,small,6
7062,small,7
7063,large,5
7064,medium,1
7065,small,4
7066,large,2
7067,small,3
7068,small,2
7069,small,3
7070,extra large,3
7071,extra large,2
7072,large,7
7073,extra large,7
7074,small,5
7075,extra large,7
7076,medium,3
7077,large,5
7078,small,1
7079,large,1
7080,large,3
7081,extra large,7
7082,small,2
7083,extra large,7
7084,medium,4
7085,medium,6
7086,extra large,4
7087,medium,7
7088,large,6
7089,large,1
7090,small,3
7091,small,7
7092,medium,4
7093,medium,3
7094,extra large,6
7095,small,5
7096,extra large,1
7097,large,7
7098,small,4
7099,large,2
7100,extra large,4
7101,medium,4
7102,medium,7
7103,small,2
7104,small,3
7105,medium,7
7106,large,4
7107,extra large,7
7108,small,3
7109,medium,5
7110,large,1
7111,small,1
7112,extra large,7
7113,large,5
7114,large,6
7115,small,5
7116,medium,4
7117,extra large,7
7118,small,5
7119,extra large,3
7120,extra large,7
7121,small,2
7122,large,6
7123,large,6
7124,extra large,7
7125,large,4
7126,large,2
7127,medium,3
7128,small,3
7129,medium,5
7130,extra large,1
7131,medium,2
7132,medium,6
7133,large,3
7134,large,7
7135,large,7
7136,small,4
7137,medium,7
7138,extra large,4
7139,small,1
7140,medium,4
7141,medium,7
7142,medium,7
7143,large,6
7144,medium,2
7145,large,7
7146,large,7
7147,large,2
7148,medium,6
7149,small,3
7150,large,1
7151,medium,7
7152,medium,6
7153,medium,6
7154,small,3
7155,extra large,6
7156,medium,6
7157,medium,7
7158,large,3
7159,large,1
7160,extra large,4
7161,large,3
7162,medium,6
7163,small,3
7164,large,4
7165,small,7
7166,small,4
7167,small,6
7168,large,3
7169,medium,3
7170,small,6
7171,large,3
7172,extra large,6
7173,small,3
7174,medium,5
7175,extra large,6
7176,large,1
7177,extra large,7
7178,small,1
7179,extra large,1
7180,large,1
7181,large,6
7182,small,3
7183,medium,3
7184,extra large,5
7185,medium,5
7186,extra large,4
7187,small,7
7188,medium,3
7189,small,7
7190,medium,4
7191,small,6
7192,extra large,1
7193,extra large,2
7194,small,5
7195,small,4
7196,small,2
7197,medium,1
7198,extra large,5
7199,small,2
7200,large,5
7201,small,5
7202,large,6
7203,large,3
7204,small,1
7205,large,6
7206,large,3
7207,medium,3
7208,extra large,7
7209,large,1
7210,large,3
7211,small,3
7212,small,1
7213,small,2
7214,medium,2
7215,large,1
7216,extra large,7
7217,medium,5
7218,small,3
7219,extra large,2
7220,small,5
7221,medium,1
7222,medium,4
7223,large,6
7224,extra large,6
7225,small,7
7226,medium,7
7227,large,4
7228,large,7
7229,large,5
7230,extra large,3
7231,small,1
7232,medium,3
7233,medium,2
7234,medium,7
7235,small,7
7236,large,1
7237,large,2
7238,extra large,5
7239,extra large,5
7240,large,7
7241,medium,3
7242,large,1
7243,medium,2
7244,small,6
7245,small,3
7246,large,3
7247,large,5
7248,extra large,1
7249,large,1
7250,large,3
7251,large,5
7252,small,4
7253,small,1
7254,extra large,1
7255,large,7
7256,extra large,3
7257,medium,1
7258,extra large,7
7259,medium,3
7260,large,6
7261,extra large,3
7262,small,7
7263,small,5
7264,small,2
7265,large,7
7266,large,6
7267,large,6
7268,small,7
7269,large,5
7270,medium,7
7271,extra large,7
7272,medium,2
7273,large,1
7274,medium,2
7275,medium,1
7276,large,2
7277,large,2
7278,small,3
7279,small,2
7280,large,1
7281,small,4
7282,small,4
7283,large,7
7284,medium,2
7285,small,1
7286,extra large,5
7287,medium,1
7288,small,4
7289,medium,2
7290,extra large,2
7291,large,5
7292,extra large,7
7293,medium,6
7294,large,2
7295,medium,2
7296,medium,6
7297,extra large,4
7298,large,6
7299,medium,1
7300,medium,5
7301,extra large,3
7302,medium,4
7303,large,7
7304,medium,7
7305,extra large,3
7306,small,2
7307,large,4
7308,medium,1
7309,medium,6
7310,extra large,1
7311,extra large,4
7312,medium,3
7313,large,4
7314,medium,7
7315,extra large,1
7316,extra large,2
7317,extra large,1
7318,extra large,7
7319,medium,3
7320,large,3
7321,extra large,6
7322,medium,3
7323,large,1
7324,small,7
7325,large,5
7326,large,4
7327,small,3
7328,large,6
7329,medium,2
7330,large,1
7331,large,4
7332,medium,6
7333,small,5
7334,medium,5
7335,small,4
7336,large,6
7337,medium,2
7338,extra large,4
7339,medium,2
7340,medium,5
7341,large,3
7342,extra large,6
7343,small,1
7344,medium,1
7345,extra large,4
7346,extra large,2
7347,medium,1
