ID,Body Type,Sex
7942,normal,male
7943,underweight,male
7944,normal,male
7945,obese,male
7946,normal,male
7947,normal,male
7948,normal,male
7949,overweight,female
7950,underweight,male
7951,underweight,male
7952,underweight,male
7953,overweight,male
7954,obese,female
7955,underweight,female
7956,overweight,male
7957,obese,female
7958,normal,female
7959,obese,female
7960,overweight,female
7961,overweight,male
7962,overweight,male
7963,underweight,female
7964,overweight,male
7965,overweight,male
7966,overweight,female
7967,overweight,male
7968,obese,female
7969,underweight,male
7970,underweight,male
7971,overweight,female
7972,normal,female
7973,obese,female
7974,obese,female
7975,underweight,male
7976,overweight,male
7977,obese,male
7978,normal,male
7979,overweight,male
7980,underweight,male
7981,obese,male
7982,underweight,female
7983,overweight,female
7984,overweight,female
7985,overweight,female
7986,obese,male
7987,overweight,female
7988,normal,female
7989,obese,female
7990,overweight,female
7991,normal,male
7992,underweight,male
7993,obese,female
7994,underweight,female
7995,obese,male
7996,underweight,female
7997,underweight,female
7998,overweight,female
7999,underweight,female
8000,normal,female
8001,obese,male
8002,normal,female
8003,underweight,male
8004,underweight,male
8005,overweight,female
8006,underweight,male
8007,obese,male
8008,normal,female
8009,overweight,male
8010,normal,male
8011,underweight,female
8012,normal,male
8013,normal,female
8014,overweight,male
8015,overweight,male
8016,overweight,female
8017,overweight,female
8018,underweight,female
8019,overweight,female
8020,normal,female
8021,underweight,female
8022,overweight,female
8023,obese,male
8024,normal,male
8025,overweight,male
8026,underweight,female
8027,normal,female
8028,normal,female
8029,underweight,female
8030,normal,female
8031,overweight,male
8032,normal,female
8033,normal,male
8034,normal,male
8035,overweight,male
8036,normal,female
8037,overweight,female
8038,underweight,male
8039,underweight,female
8040,obese,female
8041,underweight,female
8042,overweight,male
8043,underweight,male
8044,underweight,male
8045,normal,male
8046,obese,male
8047,obese,male
8048,overweight,male
8049,overweight,male
8050,obese,male
8051,underweight,male
8052,overweight,female
8053,overweight,male
8054,obese,female
8055,overweight,male
8056,normal,female
8057,normal,male
8058,normal,male
8059,obese,male
8060,obese,female
8061,obese,female
8062,normal,female
8063,underweight,male
8064,underweight,male
8065,underweight,male
8066,underweight,female
8067,obese,male
8068,underweight,male
8069,normal,female
8070,normal,female
8071,underweight,female
8072,obese,male
8073,normal,female
8074,obese,male
8075,underweight,male
8076,obese,female
8077,normal,female
8078,overweight,male
8079,overweight,male
8080,obese,male
8081,overweight,female
8082,underweight,male
8083,obese,female
8084,overweight,female
8085,overweight,female
8086,overweight,male
8087,overweight,female
8088,underweight,female
8089,normal,male
8090,overweight,male
8091,normal,male
8092,normal,male
8093,underweight,female
8094,overweight,male
8095,underweight,male
8096,underweight,male
8097,obese,female
8098,obese,female
8099,overweight,female
8100,obese,male
8101,overweight,female
8102,underweight,male
8103,underweight,female
8104,obese,female
8105,obese,male
8106,obese,female
8107,overweight,male
8108,underweight,female
8109,obese,female
8110,normal,female
8111,obese,male
8112,underweight,female
8113,underweight,male
8114,underweight,female
8115,normal,male
8116,overweight,female
8117,overweight,female
8118,normal,female
8119,obese,female
8120,overweight,male
8121,normal,female
8122,obese,male
8123,overweight,female
8124,obese,male
8125,normal,male
8126,underweight,male
8127,normal,female
8128,normal,female
8129,obese,female
8130,overweight,female
8131,obese,female
8132,obese,male
8133,obese,male
8134,obese,male
8135,overweight,female
8136,obese,female
8137,overweight,male
8138,normal,male
8139,overweight,female
8140,normal,male
8141,normal,male
8142,overweight,male
8143,normal,male
8144,normal,male
8145,overweight,male
8146,normal,male
8147,normal,female
8148,overweight,male
8149,normal,female
8150,obese,male
8151,obese,female
8152,overweight,male
8153,underweight,male
8154,normal,male
8155,underweight,male
8156,obese,female
8157,overweight,female
8158,normal,male
8159,obese,male
8160,normal,male
8161,overweight,male
8162,normal,male
8163,underweight,male
8164,normal,female
8165,normal,female
8166,overweight,female
8167,obese,female
8168,obese,female
8169,normal,male
8170,obese,female
8171,obese,female
8172,overweight,female
8173,overweight,female
8174,overweight,female
8175,normal,female
8176,overweight,male
8177,normal,male
8178,underweight,female
8179,obese,female
8180,underweight,male
8181,obese,male
8182,underweight,female
8183,obese,male
8184,normal,female
8185,obese,male
8186,obese,male
8187,obese,male
8188,normal,female
8189,underweight,male
8190,overweight,female
8191,obese,male
8192,obese,male
8193,underweight,female
8194,underweight,male
8195,obese,male
8196,obese,male
8197,obese,female
8198,overweight,male
8199,overweight,female
8200,overweight,male
8201,normal,male
8202,normal,female
8203,underweight,male
8204,overweight,female
8205,normal,male
8206,obese,female
8207,obese,male
8208,obese,female
8209,underweight,male
8210,obese,female
8211,underweight,male
8212,obese,male
8213,underweight,male
8214,overweight,female
8215,obese,female
8216,normal,female
8217,overweight,male
8218,overweight,female
8219,obese,female
8220,obese,female
8221,obese,female
8222,obese,female
8223,underweight,male
8224,overweight,male
8225,normal,male
8226,normal,male
8227,underweight,female
8228,obese,male
8229,normal,male
8230,normal,female
8231,obese,male
8232,underweight,male
8233,overweight,female
8234,underweight,female
8235,normal,female
8236,obese,female
8237,underweight,female
8238,normal,female
8239,normal,female
8240,obese,male
8241,obese,male
8242,normal,female
8243,underweight,female
8244,underweight,male
8245,obese,male
8246,normal,male
8247,overweight,male
8248,obese,male
8249,normal,female
8250,overweight,male
8251,obese,male
8252,obese,male
8253,normal,female
8254,overweight,male
8255,normal,female
8256,underweight,female
8257,overweight,male
8258,underweight,female
8259,obese,male
8260,normal,male
8261,obese,male
8262,normal,male
8263,normal,male
8264,normal,female
8265,underweight,female
8266,underweight,female
8267,obese,female
8268,underweight,female
8269,obese,male
8270,underweight,male
8271,obese,female
8272,overweight,female
8273,overweight,male
8274,underweight,female
8275,obese,female
8276,obese,male
8277,obese,male
8278,obese,female
8279,underweight,male
8280,normal,male
8281,normal,male
8282,underweight,female
8283,normal,male
8284,obese,male
8285,overweight,female
8286,underweight,male
8287,obese,female
8288,normal,male
8289,overweight,male
8290,normal,male
8291,obese,male
8292,overweight,female
8293,overweight,female
8294,obese,male
8295,normal,male
8296,overweight,female
8297,obese,male
8298,overweight,male
8299,underweight,female
8300,obese,male
8301,underweight,male
8302,normal,female
8303,obese,male
8304,overweight,female
8305,normal,male
8306,normal,female
8307,underweight,female
8308,overweight,female
8309,normal,male
8310,underweight,female
8311,normal,female
8312,normal,female
8313,underweight,female
8314,overweight,male
8315,overweight,male
8316,normal,female
8317,overweight,male
8318,underweight,male
8319,obese,male
8320,normal,male
8321,overweight,female
8322,normal,male
8323,obese,male
8324,underweight,female
8325,obese,male
8326,obese,female
8327,overweight,male
8328,overweight,male
8329,normal,male
8330,overweight,male
8331,overweight,male
8332,underweight,female
8333,obese,female
8334,normal,female
8335,normal,male
8336,underweight,female
8337,underweight,male
8338,underweight,male
8339,obese,female
8340,obese,male
8341,underweight,male
8342,normal,male
8343,underweight,female
8344,underweight,male
8345,obese,male
8346,obese,female
8347,obese,female
8348,normal,female
8349,obese,female
8350,obese,male
8351,obese,male
8352,overweight,male
8353,normal,male
8354,normal,male
8355,obese,male
8356,underweight,male
8357,underweight,female
8358,overweight,female
8359,obese,female
8360,obese,female
8361,overweight,female
8362,overweight,male
8363,normal,female
8364,normal,male
8365,overweight,male
8366,normal,male
8367,obese,male
8368,normal,male
8369,overweight,female
8370,obese,male
8371,obese,female
8372,underweight,male
8373,underweight,male
8374,obese,male
8375,normal,male
8376,overweight,male
8377,underweight,female
8378,normal,female
8379,obese,male
8380,obese,female
8381,overweight,male
8382,obese,female
8383,obese,female
8384,overweight,female
8385,underweight,male
8386,obese,male
8387,obese,male
8388,normal,male
8389,overweight,female
8390,obese,female
8391,underweight,male
8392,normal,female
8393,overweight,female
8394,obese,female
8395,overweight,female
8396,normal,female
8397,underweight,male
8398,overweight,female
8399,overweight,male
8400,obese,female
8401,underweight,male
8402,obese,female
8403,normal,male
8404,overweight,female
8405,normal,female
8406,underweight,female
8407,underweight,male
8408,underweight,female
8409,overweight,female
8410,normal,female
8411,obese,female
8412,obese,female
8413,obese,male
8414,obese,female
8415,obese,female
8416,obese,female
8417,normal,male
8418,normal,male
8419,obese,female
8420,normal,female
8421,obese,female
8422,normal,female
8423,overweight,male
8424,normal,female
8425,overweight,female
8426,obese,female
8427,normal,female
8428,normal,male
8429,underweight,male
8430,overweight,female
8431,underweight,female
8432,normal,male
8433,obese,male
8434,normal,male
8435,normal,female
8436,obese,male
8437,overweight,male
8438,obese,female
8439,underweight,female
8440,obese,male
8441,normal,female
8442,normal,male
8443,normal,male
8444,obese,male
8445,obese,male
8446,obese,female
8447,normal,female
8448,underweight,female
8449,obese,female
8450,obese,male
8451,normal,female
8452,normal,female
8453,normal,female
8454,normal,male
8455,obese,male
8456,underweight,male
8457,underweight,female
8458,normal,male
8459,normal,female
8460,normal,male
8461,normal,female
8462,normal,female
8463,obese,male
8464,obese,female
8465,overweight,male
8466,normal,male
8467,obese,male
8468,overweight,female
8469,overweight,female
8470,underweight,male
8471,normal,male
8472,obese,female
8473,overweight,female
8474,obese,male
8475,underweight,female
8476,obese,female
8477,obese,male
8478,overweight,male
8479,normal,female
8480,normal,male
8481,obese,female
8482,overweight,male
8483,underweight,female
8484,underweight,female
8485,normal,female
8486,overweight,female
8487,normal,male
8488,normal,female
8489,underweight,male
8490,obese,female
8491,underweight,male
8492,obese,female
8493,normal,female
8494,overweight,male
8495,underweight,male
8496,overweight,male
8497,normal,female
8498,overweight,female
8499,underweight,female
8500,overweight,male
8501,overweight,male
8502,overweight,male
8503,normal,female
8504,overweight,female
8505,underweight,male
8506,obese,male
8507,obese,male
8508,obese,male
8509,normal,male
8510,normal,male
8511,obese,female
8512,obese,female
8513,underweight,female
8514,obese,female
8515,obese,male
8516,normal,female
8517,underweight,male
8518,obese,male
8519,overweight,male
8520,obese,male
8521,normal,female
8522,underweight,male
8523,obese,female
8524,obese,female
8525,overweight,female
8526,overweight,female
8527,obese,female
8528,overweight,male
8529,normal,male
8530,underweight,male
8531,underweight,male
8532,normal,female
8533,obese,female
8534,overweight,male
8535,overweight,female
8536,overweight,male
8537,normal,female
8538,obese,female
8539,underweight,female
8540,obese,female
8541,obese,female
8542,normal,female
8543,normal,male
8544,obese,female
8545,obese,female
8546,obese,male
8547,obese,male
8548,overweight,male
8549,overweight,female
8550,overweight,female
8551,normal,female
8552,underweight,male
8553,overweight,male
8554,underweight,male
8555,obese,female
8556,normal,female
8557,normal,female
8558,normal,male
8559,underweight,male
8560,normal,male
8561,obese,male
8562,underweight,male
8563,underweight,female
8564,normal,male
8565,obese,male
8566,normal,female
8567,overweight,male
8568,underweight,female
8569,overweight,male
8570,normal,male
8571,normal,male
8572,overweight,male
8573,overweight,male
8574,underweight,male
8575,overweight,male
8576,overweight,female
8577,overweight,female
8578,obese,male
8579,normal,female
8580,underweight,male
8581,normal,male
8582,obese,male
8583,underweight,male
8584,normal,female
8585,obese,female
8586,obese,female
8587,obese,female
8588,normal,female
8589,underweight,female
8590,underweight,male
8591,obese,male
8592,underweight,male
8593,overweight,male
8594,normal,female
8595,overweight,male
8596,obese,female
8597,obese,female
8598,overweight,female
8599,overweight,male
8600,overweight,male
8601,overweight,female
8602,obese,female
8603,overweight,male
8604,overweight,male
8605,normal,female
8606,underweight,male
8607,underweight,female
8608,overweight,male
8609,overweight,male
8610,overweight,male
8611,overweight,male
8612,overweight,female
8613,overweight,female
8614,underweight,male
8615,overweight,female
8616,obese,male
8617,normal,female
8618,overweight,male
8619,normal,female
8620,normal,male
8621,overweight,male
8622,obese,female
8623,normal,male
8624,overweight,female
8625,underweight,male
8626,obese,female
8627,underweight,male
8628,underweight,male
8629,normal,female
8630,underweight,male
8631,underweight,male
8632,obese,female
8633,obese,male
8634,underweight,female
8635,obese,female
8636,underweight,female
8637,normal,male
8638,obese,female
8639,overweight,female
8640,normal,male
8641,obese,female
8642,obese,female
8643,obese,male
8644,normal,female
8645,underweight,female
8646,underweight,female
8647,normal,female
8648,obese,male
8649,obese,female
8650,overweight,female
8651,obese,female
8652,obese,male
8653,obese,male
8654,obese,male
8655,normal,female
8656,obese,female
8657,underweight,male
8658,underweight,male
8659,obese,female
8660,normal,male
8661,obese,female
8662,underweight,female
8663,normal,female
8664,normal,male
8665,overweight,female
8666,obese,female
8667,overweight,male
8668,normal,female
8669,normal,male
8670,normal,female
8671,underweight,female
8672,underweight,male
8673,underweight,female
8674,underweight,female
8675,underweight,female
8676,normal,male
8677,normal,female
8678,underweight,female
8679,normal,female
8680,overweight,male
8681,overweight,male
8682,obese,female
8683,underweight,male
8684,obese,female
8685,obese,female
8686,overweight,female
8687,obese,female
8688,underweight,female
8689,normal,male
8690,obese,female
8691,overweight,male
8692,obese,male
8693,overweight,male
8694,obese,male
8695,normal,male
8696,obese,male
8697,obese,male
8698,normal,male
8699,obese,female
8700,obese,female
8701,underweight,male
8702,underweight,female
8703,obese,female
8704,overweight,male
8705,normal,male
8706,obese,female
8707,obese,female
8708,overweight,male
8709,underweight,female
8710,overweight,male
8711,normal,male
8712,underweight,male
8713,overweight,female
8714,obese,male
8715,obese,male
8716,normal,female
8717,underweight,female
8718,normal,male
8719,obese,male
8720,overweight,female
8721,normal,male
8722,overweight,female
8723,underweight,female
8724,obese,male
8725,obese,female
8726,overweight,female
8727,obese,female
8728,obese,female
8729,obese,female
8730,normal,female
8731,obese,female
8732,obese,male
8733,obese,female
8734,overweight,female
8735,obese,female
8736,overweight,male
8737,normal,male
8738,normal,female
8739,overweight,male
8740,normal,male
8741,underweight,male
8742,overweight,male
8743,underweight,female
8744,normal,female
8745,normal,female
8746,underweight,female
8747,normal,male
8748,normal,female
8749,underweight,female
8750,overweight,male
8751,underweight,female
8752,underweight,female
8753,overweight,male
8754,obese,male
8755,obese,female
8756,underweight,male
8757,normal,female
8758,underweight,male
8759,normal,male
8760,normal,male
8761,underweight,female
8762,underweight,female
8763,underweight,male
8764,obese,female
8765,obese,female
8766,overweight,male
8767,obese,female
8768,normal,male
8769,overweight,female
8770,normal,male
8771,normal,female
8772,underweight,female
8773,underweight,female
8774,normal,male
8775,underweight,male
8776,overweight,female
8777,obese,female
8778,underweight,female
8779,underweight,female
8780,underweight,male
8781,normal,female
8782,obese,male
8783,overweight,female
8784,overweight,female
8785,obese,male
8786,underweight,female
8787,normal,female
8788,obese,male
8789,normal,male
8790,normal,female
8791,obese,male
8792,obese,male
8793,overweight,male
8794,overweight,male
8795,normal,male
8796,overweight,female
8797,underweight,female
8798,normal,male
8799,normal,male
8800,overweight,male
8801,overweight,male
8802,normal,female
8803,obese,female
8804,underweight,female
8805,overweight,male
8806,underweight,male
8807,normal,male
8808,obese,male
8809,overweight,female
8810,obese,female
8811,obese,female
8812,normal,female
8813,overweight,female
8814,underweight,male
8815,normal,male
8816,underweight,female
8817,normal,female
8818,underweight,male
8819,overweight,male
8820,obese,male
8821,overweight,male
8822,underweight,female
8823,obese,female
8824,overweight,male
8825,normal,male
8826,normal,female
8827,normal,male
8828,overweight,female
8829,underweight,male
8830,underweight,male
8831,obese,female
8832,overweight,male
8833,underweight,female
8834,normal,female
8835,overweight,female
8836,obese,male
8837,underweight,male
8838,underweight,female
8839,overweight,female
8840,normal,female
8841,normal,female
8842,obese,female
8843,normal,male
8844,underweight,male
8845,overweight,female
8846,underweight,female
8847,obese,female
8848,underweight,male
8849,obese,female
8850,overweight,male
8851,normal,male
8852,obese,female
8853,overweight,male
8854,underweight,male
8855,obese,female
8856,normal,female
8857,underweight,male
8858,underweight,female
8859,normal,male
8860,overweight,male
8861,obese,female
8862,underweight,female
8863,overweight,female
8864,obese,male
8865,underweight,male
8866,obese,female
8867,obese,female
8868,overweight,male
8869,obese,female
8870,underweight,male
8871,underweight,male
8872,underweight,male
8873,underweight,male
8874,obese,female
8875,normal,male
8876,underweight,male
8877,underweight,male
8878,underweight,male
8879,overweight,male
8880,obese,male
8881,underweight,male
8882,obese,male
8883,overweight,male
8884,underweight,male
8885,underweight,female
8886,underweight,male
8887,overweight,male
8888,normal,female
8889,obese,male
8890,underweight,female
8891,normal,male
8892,overweight,female
8893,obese,female
8894,obese,female
8895,obese,male
8896,normal,female
8897,overweight,female
8898,overweight,male
8899,obese,female
8900,normal,male
8901,overweight,male
8902,obese,female
8903,underweight,male
8904,normal,female
8905,overweight,female
8906,underweight,female
8907,obese,female
8908,normal,female
8909,overweight,male
8910,normal,female
8911,underweight,male
8912,underweight,male
8913,normal,male
8914,obese,male
8915,overweight,male
8916,obese,male
8917,normal,female
8918,normal,male
8919,obese,male
8920,obese,female
8921,underweight,female
8922,underweight,male
8923,overweight,female
8924,overweight,female
8925,obese,female
8926,overweight,male
8927,normal,female
8928,underweight,female
8929,normal,male
8930,underweight,female
8931,obese,male
8932,overweight,male
8933,underweight,female
8934,underweight,male
8935,obese,female
8936,normal,female
8937,overweight,male
8938,obese,female
8939,normal,male
8940,underweight,female
8941,overweight,male
8942,normal,female
8943,underweight,female
8944,obese,male
8945,overweight,female
8946,underweight,female
8947,obese,female
8948,normal,male
8949,obese,female
8950,overweight,male
8951,obese,female
8952,normal,male
8953,underweight,male
8954,normal,female
8955,obese,male
8956,normal,female
8957,underweight,female
8958,underweight,male
8959,obese,male
8960,underweight,male
8961,overweight,female
8962,obese,female
8963,overweight,male
8964,normal,female
8965,underweight,male
8966,normal,female
8967,obese,male
8968,obese,female
8969,obese,female
8970,overweight,male
8971,normal,female
8972,underweight,male
8973,obese,female
8974,obese,male
8975,normal,female
8976,obese,female
8977,underweight,female
8978,normal,female
8979,underweight,male
8980,underweight,male
8981,obese,male
8982,overweight,female
8983,normal,female
8984,obese,male
8985,underweight,male
8986,overweight,male
8987,obese,female
8988,obese,male
8989,underweight,female
8990,normal,male
8991,normal,female
8992,overweight,male
8993,underweight,male
8994,overweight,male
8995,overweight,female
8996,normal,male
8997,underweight,female
8998,obese,male
8999,underweight,female
9000,underweight,male
9001,overweight,male
9002,underweight,male
9003,normal,male
9004,underweight,male
9005,obese,female
9006,normal,male
9007,underweight,female
9008,normal,male
9009,underweight,female
9010,overweight,male
9011,underweight,female
9012,normal,female
9013,overweight,female
9014,underweight,female
9015,obese,female
9016,obese,male
9017,normal,male
9018,obese,female
9019,normal,female
9020,overweight,female
9021,normal,female
9022,overweight,male
9023,obese,female
9024,normal,female
9025,underweight,female
9026,underweight,male
9027,underweight,male
9028,normal,male
9029,overweight,male
9030,obese,male
9031,obese,female
9032,overweight,female
9033,underweight,male
9034,underweight,male
9035,obese,female
9036,overweight,female
9037,underweight,female
9038,obese,male
9039,normal,male
9040,underweight,male
9041,obese,female
9042,normal,female
9043,overweight,male
9044,normal,female
9045,normal,female
9046,underweight,male
9047,underweight,female
9048,overweight,female
9049,normal,male
9050,overweight,female
9051,overweight,female
9052,normal,female
9053,overweight,male
9054,obese,male
9055,normal,female
9056,overweight,male
9057,obese,female
9058,underweight,male
9059,obese,female
9060,overweight,female
9061,normal,female
9062,underweight,female
9063,overweight,male
9064,normal,female
9065,normal,male
9066,overweight,male
9067,obese,female
9068,overweight,female
9069,normal,female
9070,overweight,male
9071,underweight,female
9072,underweight,male
9073,obese,female
9074,overweight,male
9075,normal,female
9076,obese,female
9077,overweight,male
9078,overweight,female
9079,normal,female
9080,overweight,male
9081,underweight,male
9082,obese,male
9083,normal,male
9084,obese,male
9085,obese,female
9086,overweight,female
9087,normal,female
9088,obese,male
9089,underweight,female
9090,underweight,female
9091,obese,female
9092,overweight,male
9093,overweight,male
9094,obese,female
9095,overweight,male
9096,underweight,female
9097,overweight,female
9098,normal,male
9099,obese,male
9100,underweight,female
9101,obese,male
9102,underweight,female
9103,normal,female
9104,normal,male
9105,normal,female
9106,underweight,female
9107,normal,female
9108,underweight,male
9109,underweight,male
9110,obese,male
9111,obese,female
9112,overweight,female
9113,overweight,male
9114,obese,male
9115,overweight,male
9116,underweight,female
9117,overweight,male
9118,overweight,male
9119,underweight,female
9120,underweight,male
9121,normal,male
9122,normal,female
9123,obese,female
9124,obese,female
9125,obese,male
9126,obese,male
9127,obese,female
9128,obese,female
9129,normal,female
9130,obese,female
9131,underweight,male
9132,obese,female
9133,overweight,female
9134,normal,male
9135,overweight,male
9136,normal,male
9137,overweight,male
9138,normal,female
9139,normal,male
9140,obese,male
9141,overweight,female
9142,obese,female
9143,obese,female
9144,overweight,female
9145,overweight,female
9146,normal,male
9147,underweight,female
9148,normal,female
9149,overweight,male
9150,obese,male
9151,underweight,male
9152,overweight,male
9153,normal,male
9154,underweight,male
9155,underweight,female
9156,normal,male
9157,obese,male
9158,obese,female
9159,normal,male
9160,overweight,male
9161,overweight,male
9162,normal,male
9163,normal,female
9164,normal,female
9165,underweight,male
9166,overweight,female
9167,normal,female
9168,obese,male
9169,obese,female
9170,underweight,female
9171,obese,female
9172,obese,male
9173,normal,female
9174,normal,male
9175,obese,female
9176,underweight,female
9177,overweight,male
9178,obese,female
9179,obese,male
9180,normal,female
9181,overweight,male
9182,normal,female
9183,underweight,female
9184,normal,male
9185,underweight,female
9186,normal,male
9187,obese,male
9188,overweight,male
9189,obese,female
9190,underweight,male
9191,underweight,male
9192,overweight,female
9193,overweight,male
9194,obese,female
9195,overweight,male
9196,underweight,female
9197,overweight,male
9198,overweight,male
9199,normal,female
9200,underweight,male
9201,obese,male
9202,overweight,male
9203,underweight,male
9204,underweight,female
9205,obese,male
9206,normal,female
9207,underweight,female
9208,underweight,female
9209,underweight,female
9210,overweight,female
9211,obese,female
9212,normal,male
9213,underweight,female
9214,overweight,female
9215,underweight,male
9216,normal,male
9217,normal,male
9218,underweight,female
9219,underweight,male
9220,obese,male
9221,overweight,female
9222,underweight,female
9223,underweight,female
9224,overweight,male
9225,overweight,female
9226,normal,male
9227,overweight,male
9228,underweight,female
9229,overweight,female
9230,underweight,female
9231,overweight,male
9232,normal,female
9233,underweight,male
9234,overweight,male
9235,overweight,female
9236,overweight,male
9237,obese,male
9238,overweight,male
9239,underweight,female
9240,normal,male
9241,underweight,female
9242,normal,male
9243,obese,male
9244,underweight,female
9245,normal,male
9246,overweight,female
9247,overweight,male
9248,normal,male
9249,overweight,female
9250,normal,female
9251,overweight,female
9252,normal,female
9253,underweight,male
9254,overweight,male
9255,normal,male
9256,obese,male
9257,underweight,female
9258,obese,female
9259,overweight,female
9260,normal,female
9261,overweight,male
9262,overweight,female
9263,underweight,female
9264,underweight,female
9265,overweight,female
9266,obese,female
9267,underweight,male
9268,obese,male
9269,obese,male
9270,overweight,female
9271,obese,female
9272,normal,male
9273,obese,female
9274,overweight,male
9275,obese,female
9276,overweight,female
9277,underweight,female
9278,normal,female
9279,overweight,female
9280,overweight,male
9281,obese,male
9282,underweight,male
9283,obese,male
9284,underweight,male
9285,obese,male
9286,underweight,female
9287,normal,male
9288,underweight,male
9289,obese,female
9290,overweight,female
9291,underweight,female
9292,obese,male
9293,underweight,male
9294,overweight,female
9295,underweight,female
9296,overweight,male
9297,normal,female
9298,normal,male
9299,overweight,male
9300,overweight,female
9301,overweight,male
9302,overweight,male
9303,obese,female
9304,underweight,male
9305,obese,male
9306,underweight,female
9307,overweight,male
9308,overweight,male
9309,normal,female
9310,overweight,female
9311,overweight,female
9312,obese,male
9313,obese,female
9314,obese,female
9315,normal,male
9316,obese,female
9317,obese,male
9318,normal,female
9319,obese,male
9320,normal,female
9321,normal,female
9322,overweight,male
9323,overweight,male
9324,underweight,female
9325,normal,male
9326,normal,female
9327,underweight,female
9328,normal,female
9329,obese,male
9330,underweight,male
9331,normal,female
9332,obese,male
9333,overweight,male
9334,obese,male
9335,underweight,female
9336,obese,male
9337,normal,male
9338,underweight,male
9339,normal,female
9340,overweight,female
9341,normal,male
9342,overweight,female
9343,obese,male
9344,obese,female
9345,normal,female
9346,underweight,female
9347,underweight,male
9348,underweight,male
9349,underweight,female
9350,underweight,male
9351,normal,male
9352,overweight,male
9353,underweight,female
9354,underweight,male
9355,overweight,male
9356,obese,female
9357,obese,female
9358,overweight,male
9359,obese,female
9360,underweight,male
9361,underweight,male
9362,overweight,male
9363,obese,female
9364,overweight,male
9365,obese,male
9366,normal,male
9367,obese,female
9368,overweight,female
9369,obese,male
9370,overweight,male
9371,obese,female
9372,normal,male
9373,normal,male
9374,obese,female
9375,underweight,female
9376,normal,female
9377,underweight,male
9378,overweight,male
9379,underweight,male
9380,obese,male
9381,obese,female
9382,obese,female
9383,underweight,male
9384,overweight,female
9385,normal,female
9386,overweight,male
9387,underweight,male
9388,overweight,female
9389,underweight,female
9390,overweight,female
9391,overweight,female
9392,underweight,female
9393,normal,female
9394,underweight,male
9395,obese,male
9396,underweight,female
9397,obese,female
9398,underweight,male
9399,obese,male
9400,overweight,female
9401,underweight,male
9402,obese,male
9403,overweight,male
9404,underweight,female
9405,overweight,female
9406,obese,female
9407,overweight,female
9408,normal,male
9409,overweight,female
9410,overweight,male
9411,normal,male
9412,underweight,male
9413,overweight,female
9414,underweight,male
9415,overweight,female
9416,normal,female
9417,normal,female
9418,overweight,female
9419,underweight,female
9420,underweight,female
9421,normal,female
9422,obese,male
9423,overweight,female
9424,normal,male
9425,underweight,female
9426,obese,male
9427,normal,female
9428,overweight,female
9429,obese,female
9430,obese,male
9431,obese,female
9432,normal,male
9433,obese,female
9434,overweight,female
9435,underweight,male
9436,obese,male
9437,obese,female
9438,underweight,male
9439,overweight,female
9440,overweight,female
9441,normal,male
9442,obese,female
9443,overweight,male
9444,overweight,male
9445,normal,female
9446,normal,female
9447,obese,female
9448,overweight,male
9449,normal,female
9450,obese,male
9451,underweight,male
9452,obese,male
9453,obese,male
9454,overweight,male
9455,normal,male
9456,overweight,male
9457,obese,female
9458,normal,male
9459,obese,female
9460,overweight,female
9461,normal,male
9462,normal,female
9463,overweight,male
9464,underweight,male
9465,underweight,female
9466,obese,male
9467,normal,female
9468,overweight,male
9469,overweight,female
9470,underweight,female
9471,overweight,male
9472,underweight,male
9473,normal,male
9474,underweight,female
9475,underweight,female
9476,underweight,male
9477,underweight,male
9478,underweight,female
9479,overweight,male
9480,underweight,male
9481,normal,male
9482,overweight,female
9483,underweight,female
9484,underweight,female
9485,underweight,female
9486,overweight,female
9487,underweight,male
9488,overweight,female
9489,normal,female
9490,underweight,male
9491,underweight,male
9492,normal,female
9493,overweight,male
9494,normal,female
9495,underweight,female
9496,overweight,female
9497,underweight,female
9498,normal,female
9499,normal,female
9500,overweight,male
9501,overweight,male
9502,obese,male
9503,overweight,male
9504,obese,male
9505,overweight,male
9506,underweight,female
9507,obese,female
9508,normal,female
9509,underweight,male
9510,overweight,female
9511,normal,male
9512,underweight,female
9513,underweight,male
9514,obese,male
9515,obese,female
9516,obese,male
9517,normal,female
9518,underweight,female
9519,underweight,male
9520,underweight,female
9521,underweight,female
9522,obese,male
9523,underweight,female
9524,overweight,male
9525,underweight,female
9526,normal,male
9527,underweight,male
9528,underweight,male
9529,obese,male
9530,overweight,female
9531,obese,male
9532,obese,female
9533,underweight,female
9534,overweight,male
9535,obese,female
9536,overweight,female
9537,normal,male
9538,obese,male
9539,underweight,female
9540,obese,male
9541,obese,male
9542,obese,male
9543,underweight,male
9544,overweight,female
9545,normal,male
9546,obese,male
9547,normal,female
9548,obese,female
9549,obese,male
9550,overweight,male
9551,normal,male
9552,obese,male
9553,overweight,male
9554,normal,male
9555,overweight,male
9556,obese,male
9557,underweight,male
9558,underweight,female
9559,overweight,female
9560,overweight,female
9561,overweight,female
9562,underweight,female
9563,normal,female
9564,normal,female
9565,normal,female
9566,overweight,female
9567,obese,male
9568,underweight,male
9569,overweight,female
9570,obese,male
9571,overweight,female
9572,underweight,female
9573,overweight,male
9574,normal,male
9575,normal,male
9576,underweight,female
9577,obese,female
9578,obese,female
9579,obese,female
9580,obese,female
9581,obese,female
9582,overweight,male
9583,obese,male
9584,overweight,male
9585,normal,female
9586,obese,male
9587,obese,female
9588,normal,male
9589,overweight,male
