Body Type,Diet,How Often Shower,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycle Plastic,Recycle Glass,Recycle Metal,Recycle Paper,Recycling Count,Cook With Stove,Cook With Oven,Cook With Microwave,Cook With Grill,Cook With Airfryer,Cooking With Count,Monthly Grocery Bill Tier
overweight,pescatarian,more frequently,public,sometimes,149,rarely,extra large,3,15,10,15,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1432,1,0,1,1,3,1,0,1,1,1,4,Medium
normal,pescatarian,less frequently,walk/bicycle,often,250,frequently,small,2,19,11,22,Sometimes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1423,0,1,1,1,3,0,0,0,1,1,2,High
underweight,omnivore,twice a day,walk/bicycle,never,68,rarely,medium,5,15,40,15,Yes,[Metal],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1848,0,0,1,0,1,1,0,1,1,1,4,Low
overweight,pescatarian,daily,public,often,54,rarely,small,2,11,23,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1363,1,1,1,0,3,1,0,1,0,0,2,Low
obese,omnivore,daily,walk/bicycle,never,235,never,small,7,21,29,10,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1869,1,0,1,1,3,1,1,1,1,1,5,High
obese,vegetarian,more frequently,walk/bicycle,sometimes,160,never,small,2,13,4,13,Yes,[Paper],"['Oven', 'Microwave', 'Grill', 'Airfryer']",854,0,0,0,1,1,0,1,1,1,1,4,Medium
underweight,vegan,daily,public,never,96,very frequently,medium,2,12,40,19,Yes,[Metal],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2512,0,0,1,0,1,1,0,1,1,1,4,Low
normal,pescatarian,daily,private,never,252,very frequently,large,5,10,22,6,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3585,0,1,1,1,3,1,0,1,1,1,4,High
normal,vegetarian,daily,private,sometimes,199,frequently,large,2,4,11,17,Sometimes,"['Glass', 'Metal']",[],1476,0,1,1,0,2,0,0,0,0,0,0,Medium
normal,omnivore,more frequently,private,never,134,frequently,medium,4,2,7,17,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3793,0,0,1,1,2,0,0,1,1,1,3,Medium
overweight,pescatarian,daily,public,often,62,never,medium,7,4,23,1,Yes,"['Paper', 'Metal']",[Microwave],1184,0,0,1,1,2,0,0,1,0,0,1,Low
overweight,vegetarian,less frequently,private,sometimes,71,never,large,6,13,34,11,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1538,1,1,1,1,4,0,0,0,0,0,0,Low
overweight,vegetarian,more frequently,walk/bicycle,sometimes,78,never,extra large,7,20,37,0,Sometimes,[Plastic],[Oven],2121,1,0,0,0,1,0,1,0,0,0,1,Low
obese,vegetarian,more frequently,public,never,255,very frequently,large,5,7,21,15,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",[Stove],2573,1,1,1,1,4,1,0,0,0,0,1,High
overweight,vegan,twice a day,public,sometimes,247,never,large,4,18,2,18,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1196,1,1,0,1,3,1,1,1,1,1,5,High
obese,omnivore,less frequently,walk/bicycle,sometimes,221,never,small,5,3,11,16,No,"['Paper', 'Plastic']",[Oven],1251,1,0,0,1,2,0,1,0,0,0,1,Medium
overweight,vegetarian,daily,private,never,54,frequently,medium,1,11,9,0,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",2210,1,0,0,1,2,1,0,1,0,0,2,Low
normal,vegetarian,less frequently,public,never,206,rarely,small,2,17,11,13,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']",674,1,0,0,1,2,0,1,1,0,0,2,Medium
obese,vegetarian,twice a day,walk/bicycle,sometimes,109,rarely,large,4,3,14,21,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",1348,1,0,1,1,3,0,1,1,0,0,2,Low
underweight,pescatarian,daily,private,often,165,rarely,extra large,1,20,15,24,Yes,[Paper],"['Microwave', 'Grill', 'Airfryer']",3355,0,0,0,1,1,0,0,1,1,1,3,Medium
obese,vegan,twice a day,public,sometimes,249,rarely,large,6,13,38,9,No,[Paper],"['Stove', 'Microwave']",2117,0,0,0,1,1,1,0,1,0,0,2,High
obese,vegan,more frequently,public,often,180,rarely,large,2,7,0,16,No,[Paper],"['Stove', 'Microwave']",1434,0,0,0,1,1,1,0,1,0,0,2,Medium
overweight,vegan,daily,private,never,139,rarely,small,2,4,42,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1309,1,0,1,1,3,1,1,1,1,1,5,Medium
underweight,omnivore,more frequently,public,sometimes,259,very frequently,large,6,22,10,14,Sometimes,"['Paper', 'Plastic', 'Metal']",[Microwave],2808,1,0,1,1,3,0,0,1,0,0,1,High
normal,omnivore,less frequently,public,never,234,very frequently,medium,7,13,13,2,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2565,0,0,0,0,0,1,1,0,1,1,4,High
normal,vegetarian,twice a day,private,sometimes,172,rarely,extra large,7,16,5,6,Yes,[Paper],[],3048,0,0,0,1,1,0,0,0,0,0,0,Medium
normal,omnivore,more frequently,private,often,203,rarely,extra large,2,4,13,9,No,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2602,1,0,0,1,2,1,0,0,1,1,3,Medium
normal,omnivore,twice a day,public,never,98,never,medium,1,13,29,4,No,[Metal],"['Stove', 'Microwave']",1308,0,0,1,0,1,1,0,1,0,0,2,Low
overweight,vegan,more frequently,walk/bicycle,often,118,never,extra large,3,6,46,23,Yes,[Metal],"['Oven', 'Microwave']",2017,0,0,1,0,1,0,1,1,0,0,2,Medium
obese,pescatarian,more frequently,public,sometimes,155,rarely,large,2,9,48,13,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1604,0,0,1,1,2,1,0,0,1,1,3,Medium
overweight,vegan,daily,public,often,246,very frequently,medium,3,17,29,17,No,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2385,1,0,1,1,3,0,0,1,1,1,3,High
obese,omnivore,less frequently,walk/bicycle,never,157,frequently,large,4,14,48,19,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2556,1,0,1,0,2,0,1,1,1,1,4,Medium
underweight,pescatarian,less frequently,walk/bicycle,sometimes,222,very frequently,medium,4,17,37,17,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2680,1,1,0,1,3,0,1,0,1,1,3,Medium
normal,omnivore,daily,private,often,153,very frequently,small,3,6,17,18,Sometimes,[],"['Oven', 'Grill', 'Airfryer']",4038,0,0,0,0,0,0,1,0,1,1,3,Medium
obese,vegan,less frequently,private,often,270,rarely,medium,4,14,20,15,Yes,[Plastic],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5753,1,0,0,0,1,1,1,1,1,1,5,High
underweight,vegetarian,less frequently,private,sometimes,193,never,large,5,4,35,4,Sometimes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",2247,0,0,1,1,2,0,1,0,1,1,3,Medium
overweight,vegetarian,daily,public,often,207,never,small,3,18,17,7,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",1130,0,1,0,1,2,0,1,1,0,0,2,Medium
normal,omnivore,twice a day,public,never,259,very frequently,small,2,15,29,1,Yes,[Glass],[Microwave],2500,0,1,0,0,1,0,0,1,0,0,1,High
overweight,vegan,twice a day,public,often,227,never,small,1,16,30,8,Sometimes,[Metal],"['Stove', 'Oven', 'Grill', 'Airfryer']",1571,0,0,1,0,1,1,1,0,1,1,4,Medium
normal,vegetarian,less frequently,public,often,254,frequently,large,3,15,39,19,Sometimes,"['Plastic', 'Glass']",[],1916,1,1,0,0,2,0,0,0,0,0,0,High
normal,vegetarian,daily,walk/bicycle,never,210,never,small,5,11,37,17,No,[Glass],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1514,0,1,0,0,1,0,1,1,1,1,4,Medium
overweight,vegetarian,twice a day,public,sometimes,260,very frequently,extra large,1,13,39,0,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2766,1,1,1,1,4,1,1,1,1,1,5,High
overweight,omnivore,twice a day,public,sometimes,231,frequently,extra large,6,9,24,24,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",2753,0,0,1,1,2,1,1,1,0,0,3,High
overweight,omnivore,less frequently,walk/bicycle,sometimes,161,rarely,large,2,1,37,16,No,"['Paper', 'Glass']","['Oven', 'Microwave']",1702,0,1,0,1,2,0,1,1,0,0,2,Medium
obese,pescatarian,less frequently,public,often,264,never,small,7,2,43,8,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2180,0,1,1,1,3,1,1,0,1,1,4,High
overweight,vegan,less frequently,walk/bicycle,never,266,never,medium,5,5,7,15,No,"['Paper', 'Glass']","['Stove', 'Microwave']",949,0,1,0,1,2,1,0,1,0,0,2,High
overweight,omnivore,daily,public,never,88,very frequently,small,3,23,45,8,Yes,[Plastic],"['Stove', 'Grill', 'Airfryer']",2812,1,0,0,0,1,1,0,0,1,1,3,Low
obese,vegan,twice a day,walk/bicycle,never,94,very frequently,small,6,13,12,20,Yes,"['Plastic', 'Glass', 'Metal']",[Stove],2340,1,1,1,0,3,1,0,0,0,0,1,Low
underweight,vegan,daily,public,often,231,rarely,small,3,16,12,15,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",977,1,1,0,0,2,1,1,1,1,1,5,High
underweight,omnivore,less frequently,private,sometimes,177,very frequently,small,4,11,15,3,Yes,"['Paper', 'Plastic']",[Stove],3634,1,0,0,1,2,1,0,0,0,0,1,Medium
underweight,vegetarian,twice a day,walk/bicycle,sometimes,226,very frequently,medium,1,12,4,16,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2260,1,1,0,1,3,1,0,0,1,1,3,Medium
underweight,vegan,twice a day,walk/bicycle,never,264,never,extra large,3,18,43,3,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1379,1,1,1,0,3,1,1,0,0,0,2,High
normal,omnivore,more frequently,walk/bicycle,often,64,very frequently,medium,1,2,7,8,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1833,1,1,1,0,3,0,1,1,1,1,4,Low
obese,vegan,more frequently,private,often,223,rarely,extra large,5,20,45,14,Yes,[Metal],"['Oven', 'Microwave']",5432,0,0,1,0,1,0,1,1,0,0,2,Medium
normal,vegan,more frequently,public,often,235,very frequently,large,4,19,31,11,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",2794,0,1,0,1,2,0,1,0,1,1,3,High
obese,omnivore,less frequently,walk/bicycle,often,224,never,extra large,7,11,37,0,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1951,0,1,1,1,3,1,1,1,0,0,3,Medium
overweight,vegan,less frequently,public,sometimes,64,never,medium,2,0,33,3,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1197,0,1,1,0,2,1,0,0,1,1,3,Low
underweight,omnivore,more frequently,walk/bicycle,sometimes,95,never,small,1,16,48,1,Yes,[Metal],"['Oven', 'Microwave']",907,0,0,1,0,1,0,1,1,0,0,2,Low
obese,omnivore,twice a day,walk/bicycle,sometimes,156,never,extra large,7,15,3,11,Yes,"['Glass', 'Metal']",[],1874,0,1,1,0,2,0,0,0,0,0,0,Medium
obese,omnivore,more frequently,private,sometimes,94,never,small,5,5,21,21,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1875,1,1,0,1,3,1,0,0,1,1,3,Low
overweight,vegetarian,less frequently,private,often,178,very frequently,medium,1,20,41,4,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2517,1,0,1,1,3,1,0,1,0,0,2,Medium
underweight,vegan,twice a day,private,never,93,very frequently,medium,1,21,8,23,No,"['Plastic', 'Glass', 'Metal']",[Microwave],2935,1,1,1,0,3,0,0,1,0,0,1,Low
overweight,vegetarian,twice a day,walk/bicycle,often,180,rarely,medium,3,11,49,21,No,[],"['Stove', 'Grill', 'Airfryer']",2647,0,0,0,0,0,1,0,0,1,1,3,Medium
underweight,vegetarian,daily,private,never,149,very frequently,extra large,2,11,10,15,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3223,1,1,1,0,3,0,1,1,1,1,4,Medium
overweight,omnivore,twice a day,walk/bicycle,often,82,never,medium,7,7,41,23,No,"['Paper', 'Metal']",[Microwave],1699,0,0,1,1,2,0,0,1,0,0,1,Low
underweight,pescatarian,less frequently,walk/bicycle,sometimes,112,rarely,extra large,7,2,1,23,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",1374,0,0,1,1,2,0,1,0,1,1,3,Low
normal,vegetarian,more frequently,private,never,143,frequently,large,1,17,37,10,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1674,0,1,1,1,3,0,0,1,1,1,3,Medium
normal,vegan,less frequently,private,often,117,very frequently,medium,5,20,17,22,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",4789,1,0,1,0,2,0,1,1,0,0,2,Medium
underweight,pescatarian,daily,private,often,229,frequently,extra large,2,15,40,11,Yes,[Paper],[Microwave],2800,0,0,0,1,1,0,0,1,0,0,1,High
underweight,vegan,twice a day,public,often,142,frequently,small,3,24,12,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1196,1,1,1,1,4,1,0,0,1,1,3,Medium
obese,vegan,daily,private,never,74,rarely,large,5,1,17,4,No,"['Paper', 'Glass']",[Oven],1594,0,1,0,1,2,0,1,0,0,0,1,Low
underweight,omnivore,more frequently,walk/bicycle,sometimes,95,never,medium,2,4,5,15,Sometimes,[Metal],"['Stove', 'Oven', 'Microwave']",974,0,0,1,0,1,1,1,1,0,0,3,Low
obese,pescatarian,more frequently,public,often,79,never,large,1,9,36,19,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1646,0,0,1,1,2,1,1,1,0,0,3,Low
overweight,pescatarian,daily,private,never,292,rarely,large,2,16,26,18,No,[Paper],[Microwave],4302,0,0,0,1,1,0,0,1,0,0,1,High
underweight,vegan,less frequently,private,sometimes,184,never,large,1,13,4,2,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1973,1,0,0,1,2,0,1,1,0,0,2,Medium
normal,pescatarian,daily,private,never,146,rarely,extra large,6,24,10,13,Sometimes,[Metal],"['Stove', 'Oven', 'Microwave']",3571,0,0,1,0,1,1,1,1,0,0,3,Medium
underweight,omnivore,twice a day,walk/bicycle,often,96,frequently,medium,6,18,19,22,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1585,0,1,1,0,2,0,1,0,1,1,3,Low
obese,omnivore,more frequently,private,sometimes,143,very frequently,large,1,11,33,12,Sometimes,"['Paper', 'Glass', 'Metal']",[Oven],4367,0,1,1,1,3,0,1,0,0,0,1,Medium
normal,omnivore,more frequently,walk/bicycle,often,202,never,small,1,15,43,0,Yes,[],"['Oven', 'Microwave']",1620,0,0,0,0,0,0,1,1,0,0,2,Medium
overweight,pescatarian,more frequently,walk/bicycle,often,191,never,small,5,14,21,2,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1043,0,1,1,1,3,1,1,0,1,1,4,Medium
normal,pescatarian,more frequently,private,sometimes,52,very frequently,small,7,21,17,19,Yes,"['Plastic', 'Metal']",[Microwave],4281,1,0,1,0,2,0,0,1,0,0,1,Low
underweight,vegetarian,daily,walk/bicycle,often,284,frequently,small,1,24,2,22,No,[Plastic],"['Microwave', 'Grill', 'Airfryer']",1478,1,0,0,0,1,0,0,1,1,1,3,High
obese,pescatarian,twice a day,private,sometimes,139,frequently,medium,5,18,34,6,Yes,[Glass],[Stove],4328,0,1,0,0,1,1,0,0,0,0,1,Medium
normal,vegan,more frequently,public,never,281,rarely,extra large,6,5,40,10,Sometimes,[Paper],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1876,0,0,0,1,1,1,1,1,1,1,5,High
underweight,vegan,twice a day,private,often,106,never,large,5,18,14,17,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2680,1,0,1,1,3,0,0,1,1,1,3,Low
overweight,omnivore,less frequently,walk/bicycle,never,281,frequently,medium,5,18,2,18,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1697,1,1,0,1,3,1,1,1,0,0,3,High
overweight,vegan,twice a day,walk/bicycle,sometimes,132,never,large,2,1,4,4,Sometimes,[Metal],"['Stove', 'Microwave']",974,0,0,1,0,1,1,0,1,0,0,2,Medium
obese,omnivore,daily,public,never,240,never,large,1,17,35,21,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1148,0,1,1,1,3,1,1,1,1,1,5,High
normal,omnivore,more frequently,private,never,181,very frequently,large,1,20,10,2,Yes,[Glass],"['Stove', 'Oven', 'Grill', 'Airfryer']",3357,0,1,0,0,1,1,1,0,1,1,4,Medium
overweight,vegan,more frequently,walk/bicycle,often,64,frequently,medium,3,0,15,4,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1493,0,1,1,0,2,0,1,1,1,1,4,Low
normal,pescatarian,less frequently,walk/bicycle,often,272,never,small,2,17,11,23,No,[Paper],[Stove],1043,0,0,0,1,1,1,0,0,0,0,1,High
underweight,omnivore,less frequently,walk/bicycle,sometimes,260,frequently,large,4,22,22,5,Yes,[],[Stove],1867,0,0,0,0,0,1,0,0,0,0,1,High
overweight,pescatarian,less frequently,private,sometimes,74,very frequently,medium,3,22,35,19,Sometimes,[Plastic],"['Microwave', 'Grill', 'Airfryer']",3062,1,0,0,0,1,0,0,1,1,1,3,Low
obese,pescatarian,less frequently,public,never,102,rarely,extra large,5,20,0,9,Sometimes,"['Paper', 'Plastic', 'Metal']",[Stove],1537,1,0,1,1,3,1,0,0,0,0,1,Low
normal,vegetarian,less frequently,walk/bicycle,often,113,never,small,5,3,18,2,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",999,1,1,0,0,2,0,1,1,1,1,4,Low
underweight,pescatarian,daily,public,sometimes,202,very frequently,extra large,3,11,19,0,Yes,"['Paper', 'Glass', 'Metal']",[Stove],2013,0,1,1,1,3,1,0,0,0,0,1,Medium
normal,omnivore,more frequently,public,often,139,rarely,small,5,21,31,15,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1685,1,1,0,1,3,1,1,0,1,1,4,Medium
normal,omnivore,daily,walk/bicycle,never,188,frequently,medium,2,21,32,19,Sometimes,"['Paper', 'Plastic']",[Microwave],1665,1,0,0,1,2,0,0,1,0,0,1,Medium
underweight,vegetarian,twice a day,walk/bicycle,sometimes,182,very frequently,large,7,15,35,9,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2588,1,0,1,1,3,1,1,0,1,1,4,Medium
underweight,vegan,daily,walk/bicycle,never,153,never,small,4,24,28,10,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",657,0,1,0,1,2,0,0,0,1,1,2,Medium
obese,pescatarian,daily,private,sometimes,121,frequently,medium,7,1,1,9,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1696,1,0,1,1,3,1,1,0,0,0,2,Medium
underweight,vegan,twice a day,walk/bicycle,never,81,frequently,medium,5,24,24,10,No,"['Paper', 'Glass']","['Stove', 'Microwave']",1363,0,1,0,1,2,1,0,1,0,0,2,Low
obese,vegetarian,twice a day,walk/bicycle,never,167,rarely,medium,7,7,3,6,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1135,1,0,0,1,2,0,1,1,1,1,4,Medium
normal,vegan,daily,public,never,181,rarely,large,7,22,23,20,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1442,1,1,1,1,4,1,1,0,1,1,4,Medium
obese,vegan,less frequently,public,never,147,very frequently,large,3,8,10,24,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2103,0,1,1,1,3,0,1,1,1,1,4,Medium
overweight,pescatarian,more frequently,private,never,64,frequently,large,4,19,16,4,Yes,"['Glass', 'Metal']",[Stove],2912,0,1,1,0,2,1,0,0,0,0,1,Low
overweight,pescatarian,twice a day,private,never,168,never,small,5,1,23,20,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2220,0,0,0,0,0,1,1,1,1,1,5,Medium
obese,pescatarian,twice a day,public,often,73,frequently,medium,2,16,24,19,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",1907,1,0,1,0,2,1,1,0,0,0,2,Low
underweight,omnivore,twice a day,walk/bicycle,sometimes,70,rarely,extra large,4,7,18,14,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1546,1,0,1,0,2,0,0,1,1,1,3,Low
underweight,vegan,twice a day,public,sometimes,286,very frequently,small,4,24,48,22,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2264,1,1,0,1,3,1,0,1,1,1,4,High
underweight,vegetarian,less frequently,private,sometimes,106,very frequently,small,4,4,10,24,No,[Paper],"['Oven', 'Microwave']",2619,0,0,0,1,1,0,1,1,0,0,2,Low
normal,vegetarian,less frequently,walk/bicycle,never,140,never,small,5,23,41,22,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",846,0,1,1,1,3,0,1,1,0,0,2,Medium
obese,vegetarian,daily,private,sometimes,250,never,medium,7,0,28,13,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1310,0,1,1,1,3,0,1,1,1,1,4,High
underweight,pescatarian,more frequently,private,sometimes,109,very frequently,medium,5,15,16,24,No,[Glass],"['Oven', 'Microwave']",3769,0,1,0,0,1,0,1,1,0,0,2,Low
normal,vegan,less frequently,private,sometimes,220,rarely,small,4,21,10,4,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2774,0,1,1,1,3,0,0,1,1,1,3,Medium
normal,pescatarian,more frequently,private,sometimes,128,rarely,medium,2,7,5,0,Sometimes,[Plastic],[Oven],1758,1,0,0,0,1,0,1,0,0,0,1,Medium
underweight,vegan,more frequently,walk/bicycle,sometimes,238,frequently,small,3,4,25,6,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1694,0,1,1,0,2,1,1,1,1,1,5,High
obese,vegan,less frequently,walk/bicycle,sometimes,183,very frequently,large,4,14,39,20,Yes,"['Paper', 'Plastic']",[],3181,1,0,0,1,2,0,0,0,0,0,0,Medium
normal,omnivore,less frequently,public,sometimes,128,frequently,small,1,12,4,4,No,"['Paper', 'Glass', 'Metal']",[Oven],1074,0,1,1,1,3,0,1,0,0,0,1,Medium
overweight,omnivore,daily,private,often,271,frequently,small,2,12,17,9,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",3888,1,1,0,0,2,0,0,0,1,1,2,High
obese,vegan,twice a day,walk/bicycle,often,133,frequently,small,2,21,16,0,Yes,"['Glass', 'Metal']",[],1763,0,1,1,0,2,0,0,0,0,0,0,Medium
underweight,vegan,less frequently,public,sometimes,204,never,extra large,6,24,20,7,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1092,1,1,1,1,4,1,1,0,0,0,2,Medium
underweight,omnivore,more frequently,private,sometimes,258,frequently,medium,7,17,37,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1915,1,1,1,1,4,1,1,0,1,1,4,High
normal,vegetarian,daily,public,sometimes,108,never,extra large,2,18,30,7,Yes,[Paper],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1256,0,0,0,1,1,0,1,1,1,1,4,Low
obese,vegetarian,more frequently,public,often,144,rarely,small,6,9,49,23,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2087,1,1,0,1,3,0,1,1,0,0,2,Medium
normal,vegan,twice a day,walk/bicycle,never,284,rarely,small,1,6,27,22,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",998,1,0,1,0,2,1,1,1,1,1,5,High
normal,pescatarian,daily,walk/bicycle,never,109,very frequently,extra large,4,13,4,22,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2600,1,0,0,1,2,1,1,1,1,1,5,Low
underweight,omnivore,more frequently,public,never,128,rarely,medium,4,13,15,13,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",965,1,0,0,1,2,0,0,1,1,1,3,Medium
underweight,vegan,twice a day,private,sometimes,61,rarely,extra large,7,7,0,10,No,"['Paper', 'Glass']",[Stove],2221,0,1,0,1,2,1,0,0,0,0,1,Low
overweight,pescatarian,more frequently,walk/bicycle,sometimes,179,never,extra large,6,1,49,0,Yes,[Metal],"['Oven', 'Microwave']",2231,0,0,1,0,1,0,1,1,0,0,2,Medium
underweight,omnivore,more frequently,public,often,275,rarely,medium,2,4,30,23,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1674,1,0,1,1,3,1,1,1,0,0,3,High
underweight,omnivore,twice a day,walk/bicycle,often,118,rarely,extra large,1,3,19,18,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1111,1,1,0,1,3,1,0,1,1,1,4,Medium
overweight,vegetarian,daily,private,often,208,very frequently,large,7,17,50,3,Yes,[],"['Stove', 'Oven']",5541,0,0,0,0,0,1,1,0,0,0,2,Medium
overweight,pescatarian,daily,walk/bicycle,sometimes,279,rarely,small,2,18,20,3,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1466,1,0,0,1,2,1,1,0,1,1,4,High
overweight,pescatarian,daily,public,sometimes,83,never,medium,3,23,1,21,Yes,[Paper],"['Oven', 'Microwave']",1048,0,0,0,1,1,0,1,1,0,0,2,Low
underweight,vegetarian,daily,walk/bicycle,never,151,never,small,4,16,26,15,Yes,[Paper],[Stove],769,0,0,0,1,1,1,0,0,0,0,1,Medium
normal,vegetarian,twice a day,walk/bicycle,never,278,rarely,small,6,18,40,18,No,[],[Oven],2167,0,0,0,0,0,0,1,0,0,0,1,High
normal,vegetarian,daily,walk/bicycle,often,215,rarely,extra large,5,10,45,23,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2114,0,1,0,1,2,1,1,1,1,1,5,Medium
