ID,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
9843,underweight,male,vegan,more frequently,natural gas,walk/bicycle,,sometimes,238,frequently,62,small,3,4,25,6,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1694
9844,obese,male,vegan,less frequently,electricity,walk/bicycle,,sometimes,183,very frequently,71,large,4,14,39,20,Yes,"['Paper', 'Plastic']",[],3181
9845,normal,male,omnivore,less frequently,electricity,public,,sometimes,128,frequently,1576,small,1,12,4,4,No,"['Paper', 'Glass', 'Metal']",['Oven'],1074
9846,overweight,female,omnivore,daily,wood,private,lpg,often,271,frequently,7899,small,2,12,17,9,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",3888
9847,obese,male,vegan,twice a day,natural gas,walk/bicycle,,often,133,frequently,20,small,2,21,16,0,Yes,"['Glass', 'Metal']",[],1763
9848,underweight,female,vegan,less frequently,electricity,public,,sometimes,204,never,1634,extra large,6,24,20,7,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1092
9849,underweight,female,omnivore,more frequently,wood,private,electric,sometimes,258,frequently,5074,medium,7,17,37,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1915
9850,normal,male,vegetarian,daily,natural gas,public,,sometimes,108,never,780,extra large,2,18,30,7,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1256
9851,obese,male,vegetarian,more frequently,wood,public,,often,144,rarely,149,small,6,9,49,23,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2087
9852,normal,female,vegan,twice a day,electricity,walk/bicycle,,never,284,rarely,35,small,1,6,27,22,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",998
9853,normal,male,pescatarian,daily,natural gas,walk/bicycle,,never,109,very frequently,84,extra large,4,13,4,22,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2600
9854,underweight,female,omnivore,more frequently,electricity,public,,never,128,rarely,375,medium,4,13,15,13,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",965
9855,underweight,male,vegan,twice a day,natural gas,private,hybrid,sometimes,61,rarely,4861,extra large,7,7,0,10,No,"['Paper', 'Glass']",['Stove'],2221
9856,overweight,male,pescatarian,more frequently,wood,walk/bicycle,,sometimes,179,never,75,extra large,6,1,49,0,Yes,['Metal'],"['Oven', 'Microwave']",2231
9857,underweight,male,omnivore,more frequently,wood,public,,often,275,rarely,404,medium,2,4,30,23,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1674
9858,underweight,male,omnivore,twice a day,electricity,walk/bicycle,,often,118,rarely,44,extra large,1,3,19,18,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1111
9859,overweight,female,vegetarian,daily,wood,private,lpg,often,208,very frequently,7731,large,7,17,50,3,Yes,[],"['Stove', 'Oven']",5541
9860,overweight,male,pescatarian,daily,wood,walk/bicycle,,sometimes,279,rarely,85,small,2,18,20,3,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1466
9861,overweight,male,pescatarian,daily,natural gas,public,,sometimes,83,never,1080,medium,3,23,1,21,Yes,['Paper'],"['Oven', 'Microwave']",1048
9862,underweight,male,vegetarian,daily,electricity,walk/bicycle,,never,151,never,3,small,4,16,26,15,Yes,['Paper'],['Stove'],769
9863,normal,male,vegetarian,twice a day,coal,walk/bicycle,,never,278,rarely,17,small,6,18,40,18,No,[],['Oven'],2167
9864,normal,male,vegetarian,daily,electricity,walk/bicycle,,often,215,rarely,14,extra large,5,10,45,23,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2114
9865,underweight,male,omnivore,more frequently,wood,public,,often,93,rarely,1081,extra large,6,16,2,4,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1563
9866,underweight,female,pescatarian,less frequently,natural gas,public,,often,270,never,1319,extra large,3,4,20,9,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1367
9867,overweight,female,pescatarian,twice a day,natural gas,private,diesel,sometimes,173,frequently,7069,small,5,0,44,11,Sometimes,['Paper'],[],3698
9868,obese,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,210,frequently,84,extra large,5,3,36,15,Yes,['Glass'],"['Stove', 'Oven']",2491
9869,overweight,male,vegetarian,more frequently,natural gas,private,electric,sometimes,141,frequently,5375,extra large,3,3,35,15,Yes,"['Paper', 'Plastic']",['Microwave'],2285
9870,underweight,male,pescatarian,less frequently,electricity,public,,often,249,very frequently,363,large,1,11,23,9,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2084
9871,normal,female,vegetarian,more frequently,coal,private,diesel,never,139,rarely,8425,small,4,20,15,21,No,"['Plastic', 'Metal']",['Microwave'],3277
9872,underweight,male,pescatarian,daily,wood,walk/bicycle,,sometimes,222,rarely,42,extra large,2,6,36,6,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1647
9873,underweight,female,vegetarian,more frequently,wood,walk/bicycle,,often,91,rarely,55,medium,2,24,8,21,Sometimes,"['Paper', 'Plastic']",[],1036
9874,underweight,male,omnivore,less frequently,natural gas,walk/bicycle,,never,144,rarely,87,medium,1,1,34,6,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1084
9875,normal,male,vegetarian,more frequently,wood,public,,sometimes,229,rarely,401,large,1,20,36,21,No,['Paper'],"['Stove', 'Microwave']",1756
9876,underweight,female,vegetarian,twice a day,wood,walk/bicycle,,never,238,very frequently,98,large,3,2,48,19,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2345
9877,overweight,male,pescatarian,daily,wood,walk/bicycle,,often,277,never,98,extra large,5,2,30,1,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1986
9878,normal,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,129,frequently,82,small,7,17,34,11,Sometimes,[],"['Grill', 'Airfryer']",1993
9879,overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,293,frequently,14,extra large,2,13,41,7,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2158
9880,underweight,male,vegan,daily,coal,walk/bicycle,,often,263,frequently,14,small,1,7,9,2,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1692
9881,obese,male,omnivore,daily,coal,walk/bicycle,,never,62,frequently,29,medium,3,20,30,10,No,['Glass'],"['Oven', 'Microwave']",2676
9882,underweight,male,vegetarian,daily,wood,private,diesel,sometimes,146,frequently,1851,extra large,5,20,38,0,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2765
9883,underweight,male,vegetarian,more frequently,electricity,public,,sometimes,212,rarely,225,small,2,21,50,12,Yes,['Paper'],"['Stove', 'Oven']",1469
9884,underweight,female,vegan,more frequently,coal,public,,sometimes,274,rarely,1651,extra large,3,9,2,20,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",1348
9885,obese,male,pescatarian,less frequently,coal,walk/bicycle,,often,215,very frequently,47,large,6,2,49,21,Yes,"['Paper', 'Metal']",['Microwave'],4191
9886,obese,female,omnivore,daily,wood,walk/bicycle,,never,89,never,9,small,7,23,26,0,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",1359
9887,overweight,male,pescatarian,daily,electricity,walk/bicycle,,often,54,never,69,small,5,12,17,21,Sometimes,['Paper'],['Microwave'],1026
9888,underweight,male,vegan,twice a day,electricity,private,diesel,never,124,frequently,5746,small,7,24,17,16,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2809
9889,normal,male,omnivore,less frequently,coal,private,lpg,never,70,frequently,8498,small,3,21,11,4,Yes,[],"['Stove', 'Grill', 'Airfryer']",4010
9890,overweight,male,pescatarian,daily,natural gas,walk/bicycle,,never,218,rarely,71,medium,1,22,5,10,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1319
9891,underweight,female,vegetarian,daily,electricity,public,,sometimes,241,frequently,1157,medium,5,5,41,21,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1573
9892,normal,male,vegan,daily,wood,walk/bicycle,,never,151,frequently,87,extra large,7,7,21,8,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2397
9893,overweight,female,pescatarian,less frequently,natural gas,public,,never,165,frequently,603,extra large,4,17,37,17,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2235
9894,obese,female,vegan,less frequently,electricity,private,lpg,sometimes,223,never,2472,extra large,1,18,19,5,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1498
9895,normal,male,vegan,more frequently,wood,public,,sometimes,200,very frequently,105,small,5,20,16,4,Sometimes,['Glass'],"['Oven', 'Microwave']",2525
9896,overweight,male,vegan,twice a day,coal,private,hybrid,often,237,frequently,8048,small,4,14,9,9,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",3440
9897,overweight,female,omnivore,daily,coal,private,lpg,often,118,frequently,9984,extra large,3,14,28,22,No,"['Plastic', 'Glass', 'Metal']",[],5254
9898,overweight,female,pescatarian,daily,wood,walk/bicycle,,often,116,very frequently,57,large,4,20,15,18,Yes,"['Plastic', 'Metal']",['Stove'],2589
9899,overweight,male,pescatarian,more frequently,electricity,public,,sometimes,234,very frequently,1262,extra large,3,7,10,1,No,"['Paper', 'Metal']",[],2438
9900,normal,male,vegan,daily,natural gas,public,,often,100,frequently,1759,small,6,4,39,14,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2113
9901,normal,male,pescatarian,more frequently,coal,public,,often,56,frequently,1832,large,6,18,2,23,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],2177
9902,underweight,male,pescatarian,more frequently,natural gas,private,petrol,sometimes,224,rarely,6150,extra large,5,21,33,0,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",4105
9903,obese,female,pescatarian,more frequently,coal,walk/bicycle,,often,186,frequently,52,medium,2,17,21,15,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],2016
9904,normal,male,omnivore,twice a day,wood,public,,never,102,never,1975,medium,6,7,39,7,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1630
9905,underweight,female,vegan,daily,coal,private,hybrid,never,123,never,9480,large,7,8,30,6,Sometimes,"['Paper', 'Plastic']",['Oven'],2768
9906,obese,male,omnivore,twice a day,natural gas,private,electric,never,79,frequently,7960,extra large,1,14,29,13,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1989
9907,underweight,female,vegetarian,more frequently,wood,public,,sometimes,266,frequently,1936,large,4,19,38,19,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2190
9908,overweight,male,vegan,twice a day,electricity,walk/bicycle,,often,162,never,66,extra large,1,15,43,20,No,['Metal'],"['Stove', 'Oven', 'Microwave']",1585
9909,underweight,female,pescatarian,twice a day,electricity,walk/bicycle,,never,296,frequently,95,medium,5,16,17,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1335
9910,normal,female,pescatarian,twice a day,coal,walk/bicycle,,often,207,rarely,75,large,7,6,46,12,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",2473
9911,normal,female,omnivore,more frequently,natural gas,walk/bicycle,,never,154,frequently,45,small,2,7,38,23,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1807
9912,normal,male,omnivore,more frequently,electricity,walk/bicycle,,often,186,frequently,96,small,6,4,42,23,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2461
9913,normal,male,vegan,less frequently,electricity,public,,often,248,frequently,20,small,2,17,47,15,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],1721
9914,overweight,male,vegan,twice a day,natural gas,public,,never,148,never,477,extra large,5,23,5,10,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1377
9915,underweight,female,vegan,daily,wood,walk/bicycle,,never,265,very frequently,71,small,5,24,15,16,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2007
9916,normal,female,omnivore,less frequently,natural gas,public,,sometimes,224,never,323,large,1,18,7,8,Sometimes,"['Glass', 'Metal']",['Stove'],817
9917,overweight,male,vegetarian,more frequently,coal,private,electric,never,270,very frequently,8677,large,1,18,42,23,Yes,"['Paper', 'Glass']",['Microwave'],3116
9918,obese,male,vegetarian,more frequently,natural gas,private,lpg,sometimes,93,never,4020,large,6,12,48,17,No,"['Glass', 'Metal']","['Stove', 'Oven']",3582
9919,obese,male,vegetarian,twice a day,natural gas,public,,sometimes,218,rarely,1265,small,1,24,19,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1626
9920,normal,female,vegan,daily,wood,walk/bicycle,,sometimes,264,frequently,99,large,5,5,36,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1918
9921,normal,female,vegan,twice a day,electricity,public,,never,297,rarely,705,large,6,5,34,7,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1690
9922,underweight,male,omnivore,twice a day,natural gas,public,,sometimes,292,frequently,1861,medium,3,11,14,17,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1887
9923,overweight,male,vegan,twice a day,coal,walk/bicycle,,sometimes,170,very frequently,54,extra large,5,18,35,22,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",3722
9924,underweight,male,omnivore,twice a day,wood,walk/bicycle,,often,228,frequently,88,medium,6,24,43,19,Sometimes,[],"['Grill', 'Airfryer']",2827
9925,obese,male,vegan,more frequently,wood,public,,often,131,frequently,1032,large,6,13,25,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2487
9926,underweight,male,pescatarian,less frequently,electricity,private,electric,often,59,never,7192,extra large,2,10,36,20,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1194
9927,underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,never,252,frequently,39,small,2,19,35,2,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1727
9928,overweight,female,vegan,twice a day,coal,public,,often,59,rarely,711,extra large,3,19,37,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1706
9929,obese,male,omnivore,daily,wood,private,hybrid,never,69,very frequently,6761,small,6,12,47,1,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",4352
9930,normal,female,pescatarian,daily,coal,walk/bicycle,,often,179,frequently,29,small,5,10,4,20,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",1643
9931,obese,female,vegan,daily,coal,public,,often,230,very frequently,112,extra large,1,20,2,15,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],2666
9932,normal,male,omnivore,more frequently,natural gas,public,,often,290,rarely,836,small,4,20,17,6,No,['Glass'],"['Grill', 'Airfryer']",1797
9933,underweight,male,vegetarian,twice a day,coal,walk/bicycle,,often,248,very frequently,75,medium,5,18,20,19,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2736
9934,overweight,male,vegan,less frequently,wood,walk/bicycle,,often,284,never,42,extra large,6,6,10,20,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1855
9935,obese,male,vegan,less frequently,natural gas,private,hybrid,never,272,never,160,extra large,6,4,1,23,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1775
9936,overweight,female,pescatarian,twice a day,natural gas,public,,often,170,never,306,small,7,21,33,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1323
9937,obese,male,vegetarian,twice a day,coal,public,,never,67,very frequently,1447,small,2,6,12,6,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2768
9938,normal,female,omnivore,less frequently,natural gas,private,petrol,often,155,frequently,5305,small,3,6,48,11,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3511
9939,overweight,female,pescatarian,twice a day,electricity,private,electric,sometimes,231,frequently,3335,extra large,7,20,15,2,Yes,['Plastic'],['Microwave'],2230
9940,obese,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,149,very frequently,86,medium,6,23,34,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2656
9941,normal,female,pescatarian,daily,electricity,private,hybrid,never,232,rarely,8700,medium,1,2,37,22,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2472
9942,normal,female,vegetarian,twice a day,wood,walk/bicycle,,often,268,rarely,68,large,2,6,9,7,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1061
9943,underweight,female,pescatarian,more frequently,electricity,private,diesel,never,55,frequently,1579,large,7,19,49,18,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",2400
9944,obese,female,vegetarian,twice a day,electricity,walk/bicycle,,never,182,never,99,extra large,6,21,4,15,Sometimes,['Plastic'],['Microwave'],1436
9945,overweight,female,omnivore,daily,electricity,walk/bicycle,,sometimes,136,rarely,38,small,7,18,30,19,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1458
9946,normal,male,vegan,more frequently,electricity,private,petrol,sometimes,182,rarely,7526,medium,2,19,3,0,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3540
9947,overweight,female,vegetarian,twice a day,coal,walk/bicycle,,never,240,rarely,24,small,4,10,16,8,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1085
9948,overweight,female,omnivore,more frequently,natural gas,public,,never,122,very frequently,547,medium,1,21,0,0,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1724
9949,normal,male,vegan,twice a day,natural gas,walk/bicycle,,often,59,very frequently,32,small,3,5,44,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2780
9950,overweight,female,vegan,daily,wood,public,,never,251,never,1799,medium,6,1,50,19,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1725
9951,overweight,male,omnivore,less frequently,coal,private,hybrid,often,266,rarely,7914,large,7,14,11,15,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3992
9952,overweight,female,vegetarian,less frequently,wood,walk/bicycle,,sometimes,279,rarely,7,small,7,6,42,24,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",1635
9953,normal,female,pescatarian,less frequently,natural gas,public,,often,67,never,1539,extra large,2,14,26,4,Sometimes,"['Paper', 'Plastic']",[],1116
9954,overweight,female,omnivore,twice a day,wood,walk/bicycle,,never,92,very frequently,17,extra large,3,22,11,20,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2400
9955,normal,female,omnivore,twice a day,coal,walk/bicycle,,sometimes,237,never,59,extra large,1,1,20,0,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1265
9956,underweight,male,omnivore,less frequently,electricity,walk/bicycle,,often,283,never,17,large,6,23,43,24,Sometimes,"['Paper', 'Glass']",[],1890
9957,normal,female,pescatarian,daily,electricity,walk/bicycle,,often,171,rarely,37,large,3,1,10,14,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",874
9958,normal,female,vegan,daily,coal,walk/bicycle,,often,136,rarely,43,small,1,4,42,2,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1380
9959,normal,male,vegetarian,daily,coal,private,diesel,never,56,rarely,7137,medium,2,22,17,2,Yes,"['Paper', 'Glass']",['Oven'],2777
9960,obese,female,vegan,twice a day,natural gas,public,,often,178,never,1134,extra large,1,12,19,19,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1096
9961,normal,male,omnivore,more frequently,wood,walk/bicycle,,sometimes,71,never,0,large,2,2,45,5,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1390
9962,obese,female,omnivore,twice a day,coal,private,electric,sometimes,79,rarely,7030,small,1,16,47,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2072
9963,normal,female,omnivore,daily,wood,public,,often,258,very frequently,230,large,3,14,19,7,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2420
9964,overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,often,169,frequently,40,large,2,16,0,1,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1801
9965,obese,male,omnivore,daily,coal,public,,often,246,rarely,1966,medium,6,1,45,20,No,"['Paper', 'Plastic']",[],3106
9966,underweight,male,omnivore,twice a day,wood,walk/bicycle,,sometimes,92,frequently,45,extra large,7,22,35,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2361
9967,obese,female,vegetarian,less frequently,natural gas,private,petrol,never,190,rarely,5242,large,5,21,30,2,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3506
9968,normal,male,vegan,more frequently,wood,private,hybrid,sometimes,280,very frequently,7450,large,5,13,14,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3712
9969,underweight,male,pescatarian,daily,natural gas,private,petrol,never,58,frequently,5594,small,1,1,48,15,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",3801
9970,underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,,often,243,frequently,72,medium,4,6,34,9,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1871
9971,normal,female,omnivore,twice a day,wood,public,,often,58,never,685,medium,7,12,37,1,No,['Metal'],['Oven'],1517
9972,normal,female,vegetarian,more frequently,electricity,public,,often,177,very frequently,1012,extra large,1,10,35,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1859
9973,obese,male,vegetarian,daily,coal,private,petrol,often,210,very frequently,9791,large,6,16,22,7,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",8377
9974,normal,male,omnivore,less frequently,natural gas,private,electric,often,51,frequently,4252,large,1,0,29,5,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1652
9975,obese,male,pescatarian,less frequently,coal,private,lpg,sometimes,182,very frequently,5915,extra large,2,14,14,17,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",4976
9976,underweight,male,vegan,daily,coal,walk/bicycle,,often,86,rarely,46,large,3,7,29,8,Yes,['Glass'],[],1583
9977,underweight,male,vegetarian,daily,natural gas,public,,often,257,never,498,medium,4,17,2,13,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1065
9978,normal,female,pescatarian,twice a day,electricity,walk/bicycle,,sometimes,207,rarely,65,extra large,1,21,29,24,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1116
9979,normal,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,101,rarely,65,extra large,4,7,32,13,No,['Glass'],['Oven'],1897
9980,underweight,female,omnivore,less frequently,wood,public,,never,167,frequently,1786,small,1,22,4,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1183
9981,normal,male,omnivore,twice a day,natural gas,public,,sometimes,207,rarely,613,large,7,0,3,6,Yes,['Metal'],"['Oven', 'Microwave']",1728
9982,overweight,female,pescatarian,less frequently,electricity,walk/bicycle,,often,268,frequently,71,large,7,11,6,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1693
9983,obese,male,vegetarian,more frequently,wood,public,,sometimes,292,very frequently,1674,extra large,7,17,28,22,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",4113
9984,obese,female,vegetarian,more frequently,wood,private,petrol,often,87,frequently,9196,extra large,3,1,31,7,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",5686
9985,overweight,female,vegetarian,less frequently,wood,walk/bicycle,,sometimes,275,rarely,11,medium,6,1,15,6,Yes,"['Glass', 'Metal']",['Stove'],1285
9986,underweight,male,vegetarian,daily,wood,walk/bicycle,,often,142,never,32,medium,3,3,49,16,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1507
9987,overweight,male,omnivore,more frequently,coal,public,,often,134,frequently,313,small,4,20,3,21,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2587
9988,obese,male,omnivore,more frequently,electricity,walk/bicycle,,sometimes,73,frequently,67,medium,1,9,43,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1875
9989,normal,female,vegan,daily,coal,private,hybrid,sometimes,239,frequently,3626,medium,4,22,34,0,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2313
9990,overweight,male,pescatarian,twice a day,natural gas,private,hybrid,sometimes,297,never,1044,large,7,8,33,10,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2573
9991,overweight,male,vegetarian,more frequently,coal,walk/bicycle,,never,114,very frequently,59,small,3,12,24,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2692
9992,obese,female,vegan,twice a day,coal,public,,often,137,never,972,extra large,5,18,40,13,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2269
9993,overweight,male,vegetarian,daily,natural gas,walk/bicycle,,sometimes,254,very frequently,4,large,4,22,17,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2775
9994,underweight,male,omnivore,twice a day,coal,walk/bicycle,,never,233,very frequently,99,extra large,4,19,47,23,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']",3523
9995,normal,female,vegetarian,more frequently,coal,private,diesel,often,115,very frequently,3167,medium,4,15,32,12,Sometimes,['Paper'],['Oven'],3156
9996,normal,male,vegan,twice a day,wood,walk/bicycle,,often,264,never,98,medium,2,3,5,2,Sometimes,"['Paper', 'Metal']",['Stove'],777
9997,overweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,never,242,very frequently,86,large,7,17,47,0,Sometimes,"['Paper', 'Metal']",['Oven'],3129
9998,obese,male,omnivore,more frequently,electricity,walk/bicycle,,sometimes,195,rarely,36,medium,2,11,15,12,Sometimes,['Glass'],['Oven'],1436
9999,obese,male,vegan,daily,coal,walk/bicycle,,often,141,very frequently,71,medium,5,6,28,13,No,"['Paper', 'Plastic']",['Microwave'],3686
10000,overweight,female,vegan,daily,natural gas,walk/bicycle,,sometimes,234,frequently,71,medium,4,20,3,18,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",1622
